event_id,aircraft_id,event_date,maintenance_type,downtime_days,issue_category
444,AC-021,2021-04-09,Scheduled,3.6,Routine Inspection
445,AC-021,2021-12-30,Scheduled,2.7,Routine Inspection
446,AC-021,2024-06-28,Scheduled,3.2,Routine Inspection
447,AC-021,2023-09-28,Scheduled,2.7,Routine Inspection
448,AC-021,2021-09-27,Scheduled,2.5,Routine Inspection
449,AC-021,2022-12-07,Scheduled,3.8,Routine Inspection
450,AC-021,2025-03-08,Scheduled,2.4,Routine Inspection
451,AC-021,2023-02-20,Scheduled,3.6,Routine Inspection
452,AC-021,2023-12-16,Scheduled,1.9,Routine Inspection
453,AC-021,2024-11-25,Scheduled,1.9,Routine Inspection
454,AC-021,2023-03-06,Unscheduled,21.0,Airframe
455,AC-021,2024-12-05,Unscheduled,0.6,Engine
456,AC-021,2021-07-27,Unscheduled,0.5,Avionics
457,AC-021,2023-03-20,Unscheduled,10.2,Avionics
458,AC-021,2023-08-21,Unscheduled,4.0,Airframe
459,AC-021,2021-04-30,Unscheduled,5.2,Airframe
460,AC-021,2021-10-17,Unscheduled,1.1,Avionics
461,AC-021,2022-11-19,Unscheduled,2.0,Airframe
462,AC-022,2025-01-16,Scheduled,1.8,Routine Inspection
463,AC-022,2024-10-06,Scheduled,3.3,Routine Inspection
464,AC-022,2021-04-27,Scheduled,2.7,Routine Inspection
465,AC-022,2022-06-26,Scheduled,2.7,Routine Inspection
466,AC-022,2021-09-21,Scheduled,2.9,Routine Inspection
467,AC-022,2024-06-20,Scheduled,1.9,Routine Inspection
468,AC-022,2023-05-06,Scheduled,3.1,Routine Inspection
469,AC-022,2023-09-13,Scheduled,3.7,Routine Inspection
470,AC-022,2025-10-15,Scheduled,2.2,Routine Inspection
471,AC-022,2025-11-10,Scheduled,2.1,Routine Inspection
472,AC-022,2023-05-26,Scheduled,1.3,Routine Inspection
473,AC-022,2024-05-06,Scheduled,3.2,Routine Inspection
474,AC-022,2022-10-24,Unscheduled,3.4,Avionics
475,AC-022,2022-11-01,Unscheduled,3.4,Airframe
476,AC-022,2022-10-31,Unscheduled,7.7,Avionics
477,AC-022,2021-08-20,Unscheduled,1.0,Airframe
478,AC-022,2022-05-05,Unscheduled,8.4,Other
479,AC-022,2022-10-18,Unscheduled,2.5,Other
480,AC-022,2023-11-12,Unscheduled,3.4,Airframe
481,AC-022,2021-08-28,Unscheduled,2.0,Other
482,AC-022,2024-04-06,Unscheduled,0.7,Avionics
483,AC-022,2021-03-15,Unscheduled,2.6,Sensor/Payload
484,AC-023,2022-02-20,Scheduled,1.3,Routine Inspection
485,AC-023,2024-01-26,Scheduled,1.9,Routine Inspection
486,AC-023,2024-12-24,Scheduled,3.1,Routine Inspection
487,AC-023,2023-04-14,Scheduled,3.4,Routine Inspection
488,AC-023,2022-04-05,Scheduled,2.5,Routine Inspection
489,AC-023,2024-11-22,Scheduled,1.3,Routine Inspection
490,AC-023,2022-07-04,Scheduled,3.9,Routine Inspection
491,AC-023,2021-06-17,Scheduled,2.8,Routine Inspection
492,AC-023,2023-05-25,Scheduled,2.2,Routine Inspection
493,AC-023,2023-07-18,Scheduled,2.1,Routine Inspection
494,AC-023,2022-11-09,Scheduled,1.7,Routine Inspection
495,AC-023,2024-08-28,Unscheduled,3.3,Avionics
496,AC-023,2022-02-07,Unscheduled,7.7,Other
497,AC-023,2024-06-04,Unscheduled,2.1,Sensor/Payload
498,AC-023,2023-03-23,Unscheduled,2.3,Avionics
499,AC-023,2021-05-04,Unscheduled,4.6,Engine
500,AC-023,2023-05-10,Unscheduled,9.3,Other
501,AC-023,2024-01-21,Unscheduled,0.6,Sensor/Payload
502,AC-023,2025-07-04,Unscheduled,1.8,Engine
503,AC-023,2025-10-28,Unscheduled,0.5,Engine
504,AC-023,2025-06-24,Unscheduled,2.9,Engine
505,AC-023,2023-11-09,Unscheduled,3.5,Avionics
506,AC-023,2022-01-17,Unscheduled,2.0,Avionics
507,AC-023,2025-08-27,Unscheduled,6.3,Avionics
508,AC-023,2024-05-16,Unscheduled,1.4,Airframe
509,AC-024,2024-08-16,Scheduled,2.6,Routine Inspection
510,AC-024,2021-07-28,Scheduled,1.3,Routine Inspection
511,AC-024,2024-10-06,Scheduled,2.0,Routine Inspection
512,AC-024,2023-04-15,Scheduled,3.5,Routine Inspection
513,AC-024,2023-03-31,Scheduled,2.4,Routine Inspection
514,AC-024,2022-03-02,Scheduled,1.6,Routine Inspection
515,AC-024,2024-02-13,Scheduled,3.9,Routine Inspection
516,AC-024,2024-09-08,Scheduled,1.0,Routine Inspection
517,AC-024,2023-05-29,Scheduled,1.1,Routine Inspection
518,AC-024,2021-04-25,Scheduled,1.6,Routine Inspection
519,AC-024,2024-12-22,Scheduled,2.2,Routine Inspection
520,AC-024,2023-03-20,Unscheduled,5.9,Engine
521,AC-024,2025-08-22,Unscheduled,2.5,Other
522,AC-024,2024-04-11,Unscheduled,1.3,Airframe
523,AC-024,2023-07-08,Unscheduled,3.8,Sensor/Payload
524,AC-024,2021-05-31,Unscheduled,9.0,Airframe
525,AC-024,2024-05-03,Unscheduled,10.1,Sensor/Payload
526,AC-024,2023-09-03,Unscheduled,4.6,Avionics
527,AC-024,2025-04-07,Unscheduled,1.3,Engine
528,AC-024,2022-08-26,Unscheduled,0.5,Engine
529,AC-024,2023-03-21,Unscheduled,0.7,Engine
530,AC-024,2024-07-27,Unscheduled,2.2,Engine
531,AC-024,2021-11-26,Unscheduled,0.5,Engine
532,AC-024,2023-05-15,Unscheduled,5.2,Engine
533,AC-024,2025-11-24,Unscheduled,2.2,Airframe
534,AC-024,2021-09-21,Unscheduled,3.8,Airframe
535,AC-025,2022-10-27,Scheduled,1.5,Routine Inspection
536,AC-025,2022-05-31,Scheduled,2.8,Routine Inspection
537,AC-025,2021-09-12,Scheduled,1.6,Routine Inspection
538,AC-025,2023-08-12,Scheduled,3.3,Routine Inspection
539,AC-025,2021-06-05,Scheduled,1.6,Routine Inspection
540,AC-025,2024-04-05,Scheduled,3.8,Routine Inspection
541,AC-025,2021-06-23,Scheduled,2.7,Routine Inspection
542,AC-025,2025-11-19,Scheduled,3.6,Routine Inspection
543,AC-025,2025-12-28,Scheduled,2.7,Routine Inspection
544,AC-025,2021-07-19,Scheduled,1.2,Routine Inspection
545,AC-025,2023-11-19,Scheduled,3.5,Routine Inspection
546,AC-025,2022-09-04,Scheduled,1.7,Routine Inspection
547,AC-025,2025-09-06,Scheduled,1.7,Routine Inspection
548,AC-025,2023-02-21,Scheduled,1.4,Routine Inspection
549,AC-025,2023-04-18,Unscheduled,1.4,Avionics
550,AC-026,2023-04-16,Scheduled,2.5,Routine Inspection
551,AC-026,2023-04-17,Scheduled,1.9,Routine Inspection
552,AC-026,2025-10-06,Scheduled,3.1,Routine Inspection
553,AC-026,2025-07-30,Scheduled,4.0,Routine Inspection
554,AC-026,2022-02-14,Scheduled,1.8,Routine Inspection
555,AC-026,2021-10-05,Scheduled,1.6,Routine Inspection
556,AC-026,2021-04-22,Scheduled,3.6,Routine Inspection
557,AC-026,2021-08-07,Scheduled,1.2,Routine Inspection
558,AC-026,2023-11-02,Scheduled,3.7,Routine Inspection
559,AC-026,2024-05-17,Scheduled,3.7,Routine Inspection
560,AC-026,2025-04-13,Scheduled,1.8,Routine Inspection
561,AC-026,2025-11-30,Scheduled,1.9,Routine Inspection
562,AC-026,2023-09-25,Scheduled,1.1,Routine Inspection
563,AC-026,2022-08-23,Scheduled,1.5,Routine Inspection
564,AC-026,2022-09-05,Unscheduled,1.9,Other
565,AC-026,2024-06-29,Unscheduled,4.3,Engine
566,AC-026,2021-09-09,Unscheduled,4.3,Avionics
567,AC-026,2024-11-28,Unscheduled,3.4,Sensor/Payload
568,AC-026,2021-10-20,Unscheduled,2.1,Sensor/Payload
569,AC-027,2022-10-11,Scheduled,1.8,Routine Inspection
570,AC-027,2025-07-02,Scheduled,3.3,Routine Inspection
571,AC-027,2024-08-18,Scheduled,2.1,Routine Inspection
572,AC-027,2025-03-27,Scheduled,3.0,Routine Inspection
573,AC-027,2023-10-13,Scheduled,1.4,Routine Inspection
574,AC-027,2021-10-10,Scheduled,2.1,Routine Inspection
575,AC-027,2025-05-21,Scheduled,2.8,Routine Inspection
576,AC-027,2021-02-25,Scheduled,1.6,Routine Inspection
577,AC-027,2023-03-23,Scheduled,3.6,Routine Inspection
578,AC-027,2025-06-11,Scheduled,3.2,Routine Inspection
579,AC-027,2025-04-21,Scheduled,3.0,Routine Inspection
580,AC-027,2022-02-13,Scheduled,3.1,Routine Inspection
581,AC-027,2021-09-28,Scheduled,1.6,Routine Inspection
582,AC-027,2022-05-22,Unscheduled,5.1,Airframe
583,AC-027,2023-09-25,Unscheduled,3.8,Avionics
584,AC-027,2022-07-24,Unscheduled,5.1,Engine
585,AC-027,2021-10-11,Unscheduled,5.5,Avionics
586,AC-027,2023-02-02,Unscheduled,1.4,Airframe
587,AC-027,2023-05-22,Unscheduled,1.4,Avionics
588,AC-027,2024-07-10,Unscheduled,2.5,Other
589,AC-028,2021-04-28,Scheduled,1.5,Routine Inspection
590,AC-028,2023-11-06,Scheduled,1.6,Routine Inspection
591,AC-028,2023-09-10,Scheduled,1.3,Routine Inspection
592,AC-028,2023-08-03,Scheduled,3.5,Routine Inspection
593,AC-028,2022-06-05,Scheduled,3.6,Routine Inspection
594,AC-028,2021-07-29,Scheduled,3.7,Routine Inspection
595,AC-028,2024-03-26,Scheduled,3.8,Routine Inspection
596,AC-028,2021-02-28,Scheduled,3.9,Routine Inspection
597,AC-028,2023-01-18,Scheduled,2.6,Routine Inspection
598,AC-028,2025-08-19,Scheduled,1.6,Routine Inspection
599,AC-028,2021-06-20,Scheduled,2.0,Routine Inspection
600,AC-028,2022-02-25,Scheduled,1.5,Routine Inspection
601,AC-028,2024-01-22,Unscheduled,0.5,Engine
602,AC-028,2025-01-17,Unscheduled,1.0,Avionics
603,AC-028,2025-06-16,Unscheduled,0.5,Engine
604,AC-028,2021-12-10,Unscheduled,0.6,Engine
605,AC-028,2024-05-09,Unscheduled,6.1,Airframe
606,AC-028,2023-03-21,Unscheduled,3.8,Airframe
607,AC-028,2022-11-08,Unscheduled,2.0,Avionics
608,AC-028,2021-11-18,Unscheduled,2.3,Airframe
609,AC-028,2021-01-07,Unscheduled,4.1,Engine
610,AC-028,2025-04-12,Unscheduled,0.9,Sensor/Payload
611,AC-028,2023-09-01,Unscheduled,5.2,Avionics
612,AC-028,2025-03-24,Unscheduled,2.7,Sensor/Payload
613,AC-029,2025-06-09,Scheduled,3.9,Routine Inspection
614,AC-029,2021-08-14,Scheduled,1.8,Routine Inspection
615,AC-029,2024-01-06,Scheduled,3.8,Routine Inspection
616,AC-029,2023-01-18,Scheduled,2.2,Routine Inspection
617,AC-029,2024-12-08,Scheduled,1.5,Routine Inspection
618,AC-029,2024-10-01,Scheduled,1.5,Routine Inspection
619,AC-029,2022-09-15,Scheduled,3.2,Routine Inspection
620,AC-029,2023-05-18,Scheduled,3.9,Routine Inspection
621,AC-029,2024-02-16,Scheduled,3.4,Routine Inspection
622,AC-029,2023-03-21,Scheduled,1.3,Routine Inspection
623,AC-029,2024-06-14,Scheduled,2.7,Routine Inspection
624,AC-029,2023-01-03,Scheduled,1.4,Routine Inspection
625,AC-029,2022-08-16,Scheduled,2.8,Routine Inspection
626,AC-029,2023-10-03,Scheduled,3.9,Routine Inspection
627,AC-029,2023-10-04,Unscheduled,0.9,Engine
628,AC-029,2024-09-24,Unscheduled,2.4,Avionics
629,AC-029,2021-12-04,Unscheduled,1.2,Other
630,AC-029,2021-04-27,Unscheduled,2.2,Engine
631,AC-030,2024-08-23,Scheduled,3.2,Routine Inspection
632,AC-030,2025-05-23,Scheduled,2.1,Routine Inspection
633,AC-030,2024-09-05,Scheduled,2.8,Routine Inspection
634,AC-030,2022-12-22,Scheduled,2.9,Routine Inspection
635,AC-030,2023-10-02,Scheduled,3.1,Routine Inspection
636,AC-030,2022-06-01,Scheduled,3.2,Routine Inspection
637,AC-030,2024-01-12,Scheduled,3.0,Routine Inspection
638,AC-030,2023-12-03,Scheduled,3.1,Routine Inspection
639,AC-030,2024-07-16,Scheduled,3.7,Routine Inspection
640,AC-030,2021-09-08,Scheduled,2.1,Routine Inspection
641,AC-030,2023-10-28,Scheduled,3.2,Routine Inspection
642,AC-030,2025-08-06,Scheduled,1.6,Routine Inspection
643,AC-030,2022-06-18,Scheduled,3.8,Routine Inspection
644,AC-030,2021-07-13,Scheduled,1.8,Routine Inspection
645,AC-030,2025-10-11,Unscheduled,9.9,Avionics
646,AC-030,2024-11-13,Unscheduled,0.6,Other
647,AC-030,2021-09-22,Unscheduled,3.3,Sensor/Payload
648,AC-030,2021-09-07,Unscheduled,1.4,Avionics
649,AC-030,2024-06-13,Unscheduled,0.6,Engine
650,AC-031,2021-12-28,Scheduled,3.7,Routine Inspection
651,AC-031,2025-10-16,Scheduled,2.3,Routine Inspection
652,AC-031,2025-10-08,Scheduled,1.7,Routine Inspection
653,AC-031,2024-03-25,Scheduled,3.8,Routine Inspection
654,AC-031,2025-10-28,Scheduled,3.6,Routine Inspection
655,AC-031,2022-12-28,Scheduled,3.4,Routine Inspection
656,AC-031,2022-08-25,Scheduled,1.4,Routine Inspection
657,AC-031,2021-06-05,Scheduled,2.5,Routine Inspection
658,AC-031,2024-08-18,Scheduled,3.3,Routine Inspection
659,AC-031,2025-02-24,Scheduled,1.8,Routine Inspection
660,AC-031,2022-02-23,Scheduled,2.1,Routine Inspection
661,AC-031,2025-10-27,Scheduled,3.6,Routine Inspection
662,AC-031,2024-09-18,Scheduled,1.3,Routine Inspection
663,AC-031,2021-02-12,Unscheduled,9.0,Engine
664,AC-031,2021-07-03,Unscheduled,0.5,Engine
665,AC-031,2023-04-13,Unscheduled,3.6,Airframe
666,AC-031,2023-10-23,Unscheduled,7.0,Engine
667,AC-031,2025-05-29,Unscheduled,2.5,Engine
668,AC-031,2022-04-25,Unscheduled,3.7,Avionics
669,AC-032,2024-01-03,Scheduled,3.4,Routine Inspection
670,AC-032,2024-10-04,Scheduled,3.5,Routine Inspection
671,AC-032,2024-11-30,Scheduled,3.9,Routine Inspection
672,AC-032,2023-12-09,Scheduled,3.9,Routine Inspection
673,AC-032,2022-10-28,Scheduled,1.3,Routine Inspection
674,AC-032,2023-12-13,Scheduled,1.2,Routine Inspection
675,AC-032,2022-01-31,Scheduled,3.8,Routine Inspection
676,AC-032,2022-05-20,Scheduled,3.8,Routine Inspection
677,AC-032,2021-12-17,Scheduled,2.9,Routine Inspection
678,AC-032,2022-09-20,Scheduled,1.9,Routine Inspection
679,AC-032,2023-05-29,Scheduled,2.9,Routine Inspection
680,AC-032,2024-01-29,Scheduled,2.3,Routine Inspection
681,AC-032,2024-10-17,Unscheduled,0.8,Avionics
682,AC-032,2024-10-23,Unscheduled,2.7,Other
683,AC-032,2021-07-16,Unscheduled,8.9,Other
684,AC-032,2022-05-23,Unscheduled,1.6,Airframe
685,AC-032,2025-12-28,Unscheduled,2.2,Engine
686,AC-032,2025-06-12,Unscheduled,0.8,Airframe
687,AC-032,2024-03-29,Unscheduled,2.4,Other
688,AC-032,2022-05-08,Unscheduled,4.9,Avionics
689,AC-032,2022-08-30,Unscheduled,5.9,Airframe
690,AC-032,2022-09-12,Unscheduled,6.3,Airframe
691,AC-032,2021-07-07,Unscheduled,6.1,Engine
692,AC-033,2022-12-13,Scheduled,2.2,Routine Inspection
693,AC-033,2025-01-05,Scheduled,3.1,Routine Inspection
694,AC-033,2022-04-20,Scheduled,1.4,Routine Inspection
695,AC-033,2025-02-01,Scheduled,1.3,Routine Inspection
696,AC-033,2022-12-30,Scheduled,3.2,Routine Inspection
697,AC-033,2021-08-07,Scheduled,3.2,Routine Inspection
698,AC-033,2025-04-04,Scheduled,3.8,Routine Inspection
699,AC-033,2023-04-22,Scheduled,1.8,Routine Inspection
700,AC-033,2025-01-03,Scheduled,3.9,Routine Inspection
701,AC-033,2025-05-30,Scheduled,1.7,Routine Inspection
702,AC-033,2021-03-24,Scheduled,2.0,Routine Inspection
703,AC-033,2022-10-03,Scheduled,3.2,Routine Inspection
704,AC-033,2024-10-06,Unscheduled,7.5,Airframe
705,AC-033,2021-12-07,Unscheduled,1.0,Sensor/Payload
706,AC-033,2025-07-28,Unscheduled,1.4,Engine
707,AC-033,2021-12-24,Unscheduled,3.5,Engine
708,AC-033,2021-11-22,Unscheduled,5.0,Sensor/Payload
709,AC-033,2023-02-21,Unscheduled,2.3,Avionics
710,AC-033,2023-10-10,Unscheduled,2.3,Sensor/Payload
711,AC-033,2022-09-21,Unscheduled,12.9,Engine
712,AC-033,2025-11-08,Unscheduled,1.2,Airframe
713,AC-033,2024-04-10,Unscheduled,3.8,Airframe
714,AC-033,2025-09-07,Unscheduled,14.0,Avionics
715,AC-033,2024-03-03,Unscheduled,1.4,Avionics
716,AC-034,2023-02-06,Scheduled,2.5,Routine Inspection
717,AC-034,2023-10-25,Scheduled,1.8,Routine Inspection
718,AC-034,2022-07-23,Scheduled,3.6,Routine Inspection
719,AC-034,2023-07-02,Scheduled,3.0,Routine Inspection
720,AC-034,2023-08-17,Scheduled,1.6,Routine Inspection
721,AC-034,2024-03-12,Scheduled,4.0,Routine Inspection
722,AC-034,2022-07-03,Scheduled,1.0,Routine Inspection
723,AC-034,2023-12-24,Scheduled,2.6,Routine Inspection
724,AC-034,2022-07-18,Scheduled,1.9,Routine Inspection
725,AC-034,2024-02-26,Scheduled,3.3,Routine Inspection
726,AC-034,2022-01-18,Scheduled,3.6,Routine Inspection
727,AC-034,2025-09-15,Scheduled,1.0,Routine Inspection
728,AC-034,2025-03-28,Unscheduled,3.7,Avionics
729,AC-034,2025-05-01,Unscheduled,0.5,Sensor/Payload
730,AC-034,2022-10-13,Unscheduled,8.0,Engine
731,AC-034,2025-04-15,Unscheduled,0.5,Engine
732,AC-034,2025-04-15,Unscheduled,1.9,Engine
733,AC-034,2024-08-05,Unscheduled,2.2,Engine
734,AC-034,2021-02-19,Unscheduled,3.1,Avionics
735,AC-034,2021-01-23,Unscheduled,5.9,Engine
736,AC-034,2025-05-26,Unscheduled,3.3,Other
737,AC-034,2025-04-19,Unscheduled,0.5,Avionics
738,AC-034,2024-09-22,Unscheduled,2.9,Engine
739,AC-034,2021-05-17,Unscheduled,3.5,Avionics
740,AC-034,2021-09-20,Unscheduled,2.2,Avionics
741,AC-035,2024-09-12,Scheduled,1.0,Routine Inspection
742,AC-035,2023-05-02,Scheduled,3.8,Routine Inspection
743,AC-035,2022-03-27,Scheduled,2.5,Routine Inspection
744,AC-035,2022-09-23,Scheduled,1.1,Routine Inspection
745,AC-035,2023-02-25,Scheduled,3.4,Routine Inspection
746,AC-035,2022-12-31,Scheduled,3.7,Routine Inspection
747,AC-035,2025-09-23,Scheduled,2.2,Routine Inspection
748,AC-035,2025-05-07,Scheduled,2.4,Routine Inspection
749,AC-035,2022-10-05,Scheduled,3.2,Routine Inspection
750,AC-035,2025-05-08,Scheduled,3.4,Routine Inspection
751,AC-035,2023-08-03,Scheduled,2.0,Routine Inspection
752,AC-035,2022-08-16,Scheduled,3.5,Routine Inspection
753,AC-035,2023-03-22,Scheduled,2.7,Routine Inspection
754,AC-035,2022-10-19,Scheduled,2.0,Routine Inspection
755,AC-035,2023-01-01,Unscheduled,1.6,Engine
756,AC-036,2022-08-03,Scheduled,1.4,Routine Inspection
757,AC-036,2021-03-13,Scheduled,3.4,Routine Inspection
758,AC-036,2024-01-01,Scheduled,4.0,Routine Inspection
759,AC-036,2022-10-09,Scheduled,3.1,Routine Inspection
760,AC-036,2021-07-25,Scheduled,1.8,Routine Inspection
761,AC-036,2024-09-30,Scheduled,2.0,Routine Inspection
762,AC-036,2025-07-19,Scheduled,2.0,Routine Inspection
763,AC-036,2023-11-01,Scheduled,3.7,Routine Inspection
764,AC-036,2025-09-30,Scheduled,2.8,Routine Inspection
765,AC-036,2021-08-31,Scheduled,2.7,Routine Inspection
766,AC-036,2025-03-20,Scheduled,3.6,Routine Inspection
767,AC-036,2024-06-21,Scheduled,3.7,Routine Inspection
768,AC-036,2023-05-20,Scheduled,3.2,Routine Inspection
769,AC-036,2023-01-29,Unscheduled,0.7,Airframe
770,AC-036,2021-12-21,Unscheduled,3.8,Engine
771,AC-036,2025-12-15,Unscheduled,2.4,Engine
772,AC-036,2024-07-10,Unscheduled,2.5,Airframe
773,AC-036,2024-11-13,Unscheduled,3.0,Other
774,AC-036,2023-06-19,Unscheduled,3.0,Avionics
775,AC-036,2024-04-25,Unscheduled,3.8,Engine
776,AC-036,2025-09-04,Unscheduled,0.5,Engine
777,AC-036,2022-04-11,Unscheduled,1.7,Other
778,AC-036,2024-02-27,Unscheduled,1.6,Sensor/Payload
779,AC-037,2021-09-14,Scheduled,1.4,Routine Inspection
780,AC-037,2022-07-02,Scheduled,2.2,Routine Inspection
781,AC-037,2025-10-05,Scheduled,1.1,Routine Inspection
782,AC-037,2024-02-11,Scheduled,2.5,Routine Inspection
783,AC-037,2023-08-25,Scheduled,1.1,Routine Inspection
784,AC-037,2022-11-03,Scheduled,2.1,Routine Inspection
785,AC-037,2022-05-21,Scheduled,3.4,Routine Inspection
786,AC-037,2022-12-25,Scheduled,2.9,Routine Inspection
787,AC-037,2024-05-24,Scheduled,2.8,Routine Inspection
788,AC-037,2025-12-06,Scheduled,2.8,Routine Inspection
789,AC-037,2024-06-08,Scheduled,1.4,Routine Inspection
790,AC-037,2024-11-15,Unscheduled,0.9,Avionics
791,AC-037,2024-10-23,Unscheduled,1.1,Other
792,AC-037,2022-06-27,Unscheduled,0.5,Engine
793,AC-037,2023-01-28,Unscheduled,0.5,Engine
794,AC-037,2022-01-16,Unscheduled,0.5,Avionics
795,AC-037,2022-08-15,Unscheduled,12.3,Engine
796,AC-037,2022-04-16,Unscheduled,10.6,Other
797,AC-037,2022-08-09,Unscheduled,4.9,Sensor/Payload
798,AC-037,2021-05-08,Unscheduled,3.2,Airframe
799,AC-037,2025-02-24,Unscheduled,3.2,Sensor/Payload
800,AC-037,2022-01-02,Unscheduled,0.5,Sensor/Payload
801,AC-038,2025-11-02,Scheduled,1.3,Routine Inspection
802,AC-038,2022-01-04,Scheduled,3.0,Routine Inspection
803,AC-038,2022-08-22,Scheduled,3.2,Routine Inspection
804,AC-038,2025-12-20,Scheduled,1.7,Routine Inspection
805,AC-038,2023-12-05,Scheduled,3.8,Routine Inspection
806,AC-038,2023-03-10,Scheduled,2.9,Routine Inspection
807,AC-038,2022-10-19,Scheduled,1.6,Routine Inspection
808,AC-038,2023-09-18,Scheduled,1.0,Routine Inspection
809,AC-038,2022-11-24,Scheduled,2.2,Routine Inspection
810,AC-038,2025-07-15,Scheduled,1.1,Routine Inspection
811,AC-038,2023-01-13,Scheduled,1.9,Routine Inspection
812,AC-038,2023-09-04,Scheduled,3.7,Routine Inspection
813,AC-038,2022-06-18,Unscheduled,3.0,Engine
814,AC-038,2024-10-06,Unscheduled,7.0,Avionics
815,AC-038,2022-02-16,Unscheduled,2.3,Sensor/Payload
816,AC-038,2022-07-19,Unscheduled,0.6,Airframe
817,AC-038,2022-02-21,Unscheduled,6.0,Avionics
818,AC-038,2022-03-10,Unscheduled,9.8,Engine
819,AC-038,2021-10-22,Unscheduled,3.1,Avionics
820,AC-038,2022-11-14,Unscheduled,2.6,Engine
821,AC-038,2024-03-23,Unscheduled,3.7,Engine
822,AC-038,2024-06-29,Unscheduled,0.5,Other
823,AC-038,2025-08-11,Unscheduled,0.5,Airframe
824,AC-039,2025-10-09,Scheduled,1.4,Routine Inspection
825,AC-039,2021-02-09,Scheduled,1.0,Routine Inspection
826,AC-039,2022-12-25,Scheduled,1.1,Routine Inspection
827,AC-039,2023-04-08,Scheduled,3.6,Routine Inspection
828,AC-039,2022-04-26,Scheduled,2.6,Routine Inspection
829,AC-039,2022-11-24,Scheduled,2.1,Routine Inspection
830,AC-039,2021-11-15,Scheduled,2.2,Routine Inspection
831,AC-039,2023-02-26,Scheduled,2.8,Routine Inspection
832,AC-039,2021-08-13,Scheduled,1.2,Routine Inspection
833,AC-039,2021-05-09,Scheduled,3.4,Routine Inspection
834,AC-039,2021-03-23,Scheduled,3.6,Routine Inspection
835,AC-039,2023-02-02,Scheduled,3.7,Routine Inspection
836,AC-039,2023-11-18,Scheduled,3.1,Routine Inspection
837,AC-039,2023-01-29,Unscheduled,3.4,Avionics
838,AC-039,2023-02-03,Unscheduled,5.9,Avionics
839,AC-039,2024-07-18,Unscheduled,6.3,Airframe
840,AC-039,2023-08-29,Unscheduled,0.5,Sensor/Payload
841,AC-039,2025-11-24,Unscheduled,4.7,Avionics
842,AC-039,2025-10-29,Unscheduled,0.5,Engine
843,AC-040,2025-04-04,Scheduled,2.2,Routine Inspection
844,AC-040,2024-03-16,Scheduled,3.9,Routine Inspection
845,AC-040,2024-08-14,Scheduled,3.1,Routine Inspection
846,AC-040,2025-06-17,Scheduled,2.8,Routine Inspection
847,AC-040,2022-01-17,Scheduled,2.0,Routine Inspection
848,AC-040,2021-01-05,Scheduled,3.0,Routine Inspection
849,AC-040,2022-12-26,Scheduled,3.8,Routine Inspection
850,AC-040,2023-04-28,Scheduled,2.6,Routine Inspection
851,AC-040,2022-09-21,Scheduled,1.4,Routine Inspection
852,AC-040,2024-02-16,Scheduled,2.4,Routine Inspection
853,AC-040,2021-04-06,Scheduled,3.3,Routine Inspection
854,AC-040,2022-03-02,Unscheduled,4.7,Sensor/Payload
855,AC-040,2021-06-30,Unscheduled,1.3,Engine
856,AC-040,2021-09-01,Unscheduled,3.3,Other
857,AC-040,2025-12-24,Unscheduled,0.8,Airframe
858,AC-040,2024-01-05,Unscheduled,1.2,Other
859,AC-040,2022-03-03,Unscheduled,2.3,Other
860,AC-040,2021-06-19,Unscheduled,2.1,Sensor/Payload
861,AC-040,2025-04-21,Unscheduled,1.3,Avionics
862,AC-040,2021-06-10,Unscheduled,2.3,Avionics
863,AC-040,2025-07-14,Unscheduled,0.6,Airframe
864,AC-040,2025-07-19,Unscheduled,0.5,Sensor/Payload
865,AC-040,2021-05-07,Unscheduled,0.5,Sensor/Payload
866,AC-040,2023-03-13,Unscheduled,0.5,Other
867,AC-040,2024-12-31,Unscheduled,2.2,Avionics
868,AC-040,2022-05-24,Unscheduled,0.6,Sensor/Payload
869,AC-041,2023-09-14,Scheduled,3.8,Routine Inspection
870,AC-041,2025-11-10,Scheduled,1.7,Routine Inspection
871,AC-041,2023-04-12,Scheduled,3.1,Routine Inspection
872,AC-041,2023-07-29,Scheduled,2.3,Routine Inspection
873,AC-041,2025-03-24,Scheduled,1.1,Routine Inspection
874,AC-041,2021-12-10,Scheduled,2.7,Routine Inspection
875,AC-041,2021-07-06,Scheduled,1.9,Routine Inspection
876,AC-041,2022-07-02,Scheduled,3.0,Routine Inspection
877,AC-041,2023-01-25,Scheduled,2.9,Routine Inspection
878,AC-041,2024-08-28,Scheduled,1.2,Routine Inspection
879,AC-041,2025-10-06,Scheduled,1.6,Routine Inspection
880,AC-041,2023-04-03,Scheduled,3.2,Routine Inspection
881,AC-041,2024-04-01,Scheduled,3.5,Routine Inspection
882,AC-041,2023-11-29,Unscheduled,3.3,Airframe
883,AC-041,2025-04-05,Unscheduled,3.0,Avionics
884,AC-041,2021-11-18,Unscheduled,0.5,Sensor/Payload
885,AC-041,2022-06-02,Unscheduled,0.5,Avionics
886,AC-041,2021-11-09,Unscheduled,0.5,Airframe
887,AC-041,2021-07-25,Unscheduled,1.7,Avionics
888,AC-042,2023-02-28,Scheduled,3.8,Routine Inspection
889,AC-042,2025-07-01,Scheduled,3.8,Routine Inspection
890,AC-042,2023-07-15,Scheduled,2.5,Routine Inspection
