flight_id,aircraft_id,unit,flight_date,flight_hours,mission_type,weather_condition,completed,abort_reason
10873,AC-015,Echo,2025-03-25,3.3,Operational,Marginal,True,
10874,AC-015,Echo,2025-03-26,2.9,Operational,Clear,True,
10875,AC-015,Echo,2025-03-28,0.4,Operational,Marginal,False,Technical
10876,AC-015,Echo,2025-03-30,1.0,Operational,Marginal,True,
10877,AC-015,Echo,2025-03-31,3.4,Reconnaissance,Marginal,True,
10878,AC-015,Echo,2025-04-03,3.2,Reconnaissance,Clear,True,
10879,AC-015,Echo,2025-04-04,2.4,Operational,Clear,True,
10880,AC-015,Echo,2025-04-05,3.5,Training,Poor,True,
10881,AC-015,Echo,2025-04-06,2.7,Training,Clear,True,
10882,AC-015,Echo,2025-04-07,0.7,Training,Poor,False,Weather
10883,AC-015,Echo,2025-04-08,0.8,Operational,Marginal,False,Other
10884,AC-015,Echo,2025-04-09,1.3,Transit,Poor,False,Other
10885,AC-015,Echo,2025-04-11,3.1,Operational,Clear,True,
10886,AC-015,Echo,2025-04-16,2.4,Operational,Marginal,True,
10887,AC-015,Echo,2025-04-19,4.0,Training,Marginal,True,
10888,AC-015,Echo,2025-04-21,1.7,Training,Clear,False,Technical
10889,AC-015,Echo,2025-04-23,5.2,Transit,Marginal,True,
10890,AC-015,Echo,2025-04-26,1.1,Operational,Clear,True,
10891,AC-015,Echo,2025-04-28,5.2,Training,Clear,True,
10892,AC-015,Echo,2025-04-29,5.1,Training,Marginal,True,
10893,AC-015,Echo,2025-04-30,3.0,Transit,Clear,True,
10894,AC-015,Echo,2025-05-03,3.3,Training,Clear,True,
10895,AC-015,Echo,2025-05-04,2.9,Operational,Marginal,True,
10896,AC-015,Echo,2025-05-05,1.5,Operational,Clear,False,Technical
10897,AC-015,Echo,2025-05-08,3.5,Transit,Marginal,True,
10898,AC-015,Echo,2025-05-09,3.1,Reconnaissance,Clear,True,
10899,AC-015,Echo,2025-05-11,1.3,Training,Poor,False,Technical
10900,AC-015,Echo,2025-05-15,4.6,Operational,Clear,True,
10901,AC-015,Echo,2025-05-16,2.9,Reconnaissance,Clear,True,
10902,AC-015,Echo,2025-05-17,4.7,Transit,Clear,True,
10903,AC-015,Echo,2025-05-20,0.7,Reconnaissance,Poor,False,Weather
10904,AC-015,Echo,2025-05-21,2.3,Transit,Clear,True,
10905,AC-015,Echo,2025-05-22,1.2,Training,Clear,False,Technical
10906,AC-015,Echo,2025-05-23,4.5,Training,Marginal,True,
10907,AC-015,Echo,2025-05-24,5.0,Training,Clear,True,
10908,AC-015,Echo,2025-05-25,2.7,Training,Clear,True,
10909,AC-015,Echo,2025-05-27,4.0,Training,Clear,True,
10910,AC-015,Echo,2025-05-29,3.5,Training,Clear,True,
10911,AC-015,Echo,2025-05-30,3.3,Operational,Clear,True,
10912,AC-015,Echo,2025-05-31,3.9,Operational,Clear,True,
10913,AC-015,Echo,2025-06-01,3.7,Operational,Clear,True,
10914,AC-015,Echo,2025-06-02,2.5,Operational,Clear,True,
10915,AC-015,Echo,2025-06-03,1.8,Training,Marginal,True,
10916,AC-015,Echo,2025-06-05,2.7,Operational,Clear,True,
10917,AC-015,Echo,2025-06-08,2.0,Training,Clear,True,
10918,AC-015,Echo,2025-06-09,5.6,Training,Clear,True,
10919,AC-015,Echo,2025-06-13,1.2,Reconnaissance,Marginal,False,Technical
10920,AC-015,Echo,2025-06-15,1.2,Reconnaissance,Clear,True,
10921,AC-015,Echo,2025-06-18,3.6,Training,Clear,True,
10922,AC-015,Echo,2025-06-19,1.2,Training,Clear,False,Technical
10923,AC-015,Echo,2025-06-23,2.3,Training,Clear,True,
10924,AC-015,Echo,2025-06-26,4.3,Training,Clear,True,
10925,AC-015,Echo,2025-06-27,3.0,Operational,Clear,True,
10926,AC-015,Echo,2025-06-29,1.9,Reconnaissance,Poor,True,
10927,AC-015,Echo,2025-06-30,3.1,Reconnaissance,Clear,True,
10928,AC-015,Echo,2025-07-04,2.6,Training,Marginal,True,
10929,AC-015,Echo,2025-07-05,3.3,Training,Clear,True,
10930,AC-015,Echo,2025-07-07,0.8,Operational,Clear,False,Technical
10931,AC-015,Echo,2025-07-08,3.9,Training,Clear,True,
10932,AC-015,Echo,2025-07-10,2.9,Reconnaissance,Marginal,True,
10933,AC-015,Echo,2025-07-12,2.2,Transit,Clear,True,
10934,AC-015,Echo,2025-07-13,4.3,Operational,Clear,True,
10935,AC-015,Echo,2025-07-16,3.5,Training,Marginal,True,
10936,AC-015,Echo,2025-07-17,4.0,Operational,Clear,True,
10937,AC-015,Echo,2025-07-18,2.2,Training,Marginal,True,
10938,AC-015,Echo,2025-07-19,2.4,Training,Clear,True,
10939,AC-015,Echo,2025-07-20,4.7,Training,Clear,True,
10940,AC-015,Echo,2025-07-22,4.3,Operational,Clear,True,
10941,AC-015,Echo,2025-07-23,2.8,Operational,Marginal,True,
10942,AC-015,Echo,2025-07-24,1.0,Training,Poor,False,Weather
10943,AC-015,Echo,2025-07-25,4.3,Training,Clear,True,
10944,AC-015,Echo,2025-07-26,4.4,Operational,Clear,True,
10945,AC-015,Echo,2025-07-27,5.1,Training,Marginal,True,
10946,AC-015,Echo,2025-07-29,2.9,Training,Clear,True,
10947,AC-015,Echo,2025-07-31,0.4,Transit,Marginal,False,Weather
10948,AC-015,Echo,2025-08-01,3.6,Training,Marginal,True,
10949,AC-015,Echo,2025-08-02,3.3,Operational,Clear,True,
10950,AC-015,Echo,2025-08-04,0.5,Operational,Clear,False,Weather
10951,AC-015,Echo,2025-08-05,4.2,Operational,Marginal,True,
10952,AC-015,Echo,2025-08-07,0.7,Operational,Marginal,False,Weather
10953,AC-015,Echo,2025-08-10,0.3,Training,Poor,False,Technical
10954,AC-015,Echo,2025-08-11,0.1,Operational,Clear,False,Weather
10955,AC-015,Echo,2025-08-14,3.6,Training,Marginal,True,
10956,AC-015,Echo,2025-08-15,3.3,Operational,Marginal,True,
10957,AC-015,Echo,2025-08-16,3.0,Training,Clear,True,
10958,AC-015,Echo,2025-08-17,3.6,Training,Poor,True,
10959,AC-015,Echo,2025-08-19,0.7,Training,Poor,False,Weather
10960,AC-015,Echo,2025-08-20,2.5,Training,Clear,True,
10961,AC-015,Echo,2025-08-21,4.3,Operational,Clear,True,
10962,AC-015,Echo,2025-08-26,2.8,Training,Poor,True,
10963,AC-015,Echo,2025-08-27,2.0,Transit,Marginal,True,
10964,AC-015,Echo,2025-08-28,2.9,Training,Marginal,True,
10965,AC-015,Echo,2025-08-30,5.6,Operational,Marginal,True,
10966,AC-015,Echo,2025-09-02,3.0,Training,Clear,True,
10967,AC-015,Echo,2025-09-04,4.7,Training,Poor,True,
10968,AC-015,Echo,2025-09-08,0.8,Training,Poor,False,Weather
10969,AC-015,Echo,2025-09-09,2.5,Training,Clear,True,
10970,AC-015,Echo,2025-09-10,0.5,Reconnaissance,Poor,False,Weather
10971,AC-015,Echo,2025-09-11,3.4,Operational,Marginal,True,
10972,AC-015,Echo,2025-09-12,2.0,Training,Clear,True,
10973,AC-015,Echo,2025-09-14,2.6,Training,Marginal,True,
10974,AC-015,Echo,2025-09-17,0.7,Reconnaissance,Clear,False,Weather
10975,AC-015,Echo,2025-09-19,1.3,Operational,Clear,False,Technical
10976,AC-015,Echo,2025-09-20,2.6,Reconnaissance,Clear,True,
10977,AC-015,Echo,2025-09-22,2.6,Operational,Clear,True,
10978,AC-015,Echo,2025-09-23,4.1,Reconnaissance,Clear,True,
10979,AC-015,Echo,2025-09-24,1.4,Training,Marginal,True,
10980,AC-015,Echo,2025-09-26,3.0,Reconnaissance,Clear,True,
10981,AC-015,Echo,2025-09-28,3.4,Training,Clear,True,
10982,AC-015,Echo,2025-09-30,2.1,Training,Poor,True,
10983,AC-015,Echo,2025-10-03,1.1,Training,Clear,True,
10984,AC-015,Echo,2025-10-04,0.9,Training,Poor,False,Technical
10985,AC-015,Echo,2025-10-06,2.9,Operational,Clear,True,
10986,AC-015,Echo,2025-10-09,3.5,Operational,Clear,True,
10987,AC-015,Echo,2025-10-11,3.0,Reconnaissance,Marginal,True,
10988,AC-015,Echo,2025-10-13,2.0,Training,Clear,True,
10989,AC-015,Echo,2025-10-22,1.0,Training,Marginal,False,Technical
10990,AC-015,Echo,2025-10-24,2.5,Operational,Clear,True,
10991,AC-015,Echo,2025-10-28,1.3,Training,Marginal,False,Technical
10992,AC-015,Echo,2025-10-31,1.9,Training,Clear,True,
10993,AC-015,Echo,2025-11-04,0.5,Transit,Clear,False,Technical
10994,AC-015,Echo,2025-11-15,0.9,Operational,Poor,False,Technical
10995,AC-015,Echo,2025-11-17,3.4,Transit,Clear,True,
10996,AC-015,Echo,2025-11-25,0.9,Reconnaissance,Clear,True,
10997,AC-015,Echo,2025-11-29,2.2,Training,Clear,True,
10998,AC-015,Echo,2025-12-10,0.5,Training,Clear,True,
10999,AC-015,Echo,2025-12-22,2.2,Training,Clear,True,
11000,AC-015,Echo,2025-12-23,0.3,Training,Poor,False,Technical
11001,AC-015,Echo,2025-12-27,1.4,Training,Clear,False,Technical
11002,AC-015,Echo,2025-12-28,2.9,Training,Marginal,True,
11003,AC-015,Echo,2025-12-30,2.6,Operational,Clear,True,
11004,AC-016,Alpha,2021-01-01,1.9,Reconnaissance,Clear,False,Technical
11005,AC-016,Alpha,2021-01-02,3.9,Operational,Marginal,True,
11006,AC-016,Alpha,2021-01-04,3.3,Training,Clear,True,
11007,AC-016,Alpha,2021-01-06,0.8,Operational,Poor,False,Weather
11008,AC-016,Alpha,2021-01-08,3.1,Training,Clear,True,
11009,AC-016,Alpha,2021-01-10,2.5,Transit,Clear,True,
11010,AC-016,Alpha,2021-01-11,1.6,Operational,Clear,True,
11011,AC-016,Alpha,2021-01-14,2.4,Training,Clear,True,
11012,AC-016,Alpha,2021-01-23,2.0,Transit,Clear,True,
11013,AC-016,Alpha,2021-01-26,4.6,Operational,Marginal,True,
11014,AC-016,Alpha,2021-01-29,1.5,Transit,Poor,False,Other
11015,AC-016,Alpha,2021-02-03,1.9,Operational,Poor,False,Technical
11016,AC-016,Alpha,2021-02-06,3.6,Training,Marginal,True,
11017,AC-016,Alpha,2021-02-09,2.7,Training,Poor,True,
11018,AC-016,Alpha,2021-02-16,1.2,Reconnaissance,Clear,False,Technical
11019,AC-016,Alpha,2021-02-17,1.3,Reconnaissance,Clear,False,Technical
11020,AC-016,Alpha,2021-02-18,3.7,Operational,Clear,True,
11021,AC-016,Alpha,2021-02-20,1.3,Operational,Clear,False,Other
11022,AC-016,Alpha,2021-02-21,0.9,Operational,Clear,False,Other
11023,AC-016,Alpha,2021-02-22,1.3,Training,Clear,False,Technical
11024,AC-016,Alpha,2021-02-24,0.1,Training,Poor,False,Technical
11025,AC-016,Alpha,2021-02-25,2.9,Operational,Marginal,True,
11026,AC-016,Alpha,2021-03-04,4.9,Operational,Clear,True,
11027,AC-016,Alpha,2021-03-07,1.1,Operational,Clear,False,Technical
11028,AC-016,Alpha,2021-03-08,4.0,Training,Marginal,True,
11029,AC-016,Alpha,2021-03-10,5.0,Operational,Clear,True,
11030,AC-016,Alpha,2021-03-18,1.9,Operational,Marginal,False,Weather
11031,AC-016,Alpha,2021-03-19,1.4,Operational,Clear,False,Technical
11032,AC-016,Alpha,2021-03-23,1.4,Training,Clear,False,Technical
11033,AC-016,Alpha,2021-03-31,3.4,Operational,Marginal,True,
11034,AC-016,Alpha,2021-04-03,1.4,Operational,Clear,False,Technical
11035,AC-016,Alpha,2021-04-04,0.9,Transit,Clear,False,Technical
11036,AC-016,Alpha,2021-04-05,2.1,Transit,Clear,True,
11037,AC-016,Alpha,2021-04-07,4.1,Reconnaissance,Clear,True,
11038,AC-016,Alpha,2021-04-09,2.1,Operational,Marginal,True,
11039,AC-016,Alpha,2021-04-10,3.5,Reconnaissance,Clear,True,
11040,AC-016,Alpha,2021-04-14,1.8,Training,Clear,False,Other
11041,AC-016,Alpha,2021-04-15,4.2,Training,Clear,True,
11042,AC-016,Alpha,2021-04-17,4.4,Transit,Clear,True,
11043,AC-016,Alpha,2021-04-21,0.1,Training,Clear,False,Technical
11044,AC-016,Alpha,2021-04-23,5.1,Operational,Marginal,True,
11045,AC-016,Alpha,2021-04-24,1.4,Training,Marginal,True,
11046,AC-016,Alpha,2021-04-25,0.7,Training,Clear,False,Technical
11047,AC-016,Alpha,2021-04-26,4.3,Training,Clear,True,
11048,AC-016,Alpha,2021-04-27,1.7,Reconnaissance,Clear,False,Technical
11049,AC-016,Alpha,2021-04-30,3.8,Transit,Clear,True,
11050,AC-016,Alpha,2021-05-01,1.0,Operational,Clear,False,Technical
11051,AC-016,Alpha,2021-05-02,3.5,Operational,Clear,True,
11052,AC-016,Alpha,2021-05-03,1.9,Training,Clear,False,Technical
11053,AC-016,Alpha,2021-05-06,0.8,Training,Clear,False,Technical
11054,AC-016,Alpha,2021-05-07,4.0,Transit,Clear,True,
11055,AC-016,Alpha,2021-05-08,3.3,Operational,Clear,True,
11056,AC-016,Alpha,2021-05-14,2.5,Reconnaissance,Clear,True,
11057,AC-016,Alpha,2021-05-17,0.9,Training,Clear,False,Technical
11058,AC-016,Alpha,2021-05-18,0.6,Training,Poor,False,Weather
11059,AC-016,Alpha,2021-05-19,1.7,Reconnaissance,Clear,False,Other
11060,AC-016,Alpha,2021-05-22,2.7,Training,Clear,True,
11061,AC-016,Alpha,2021-05-23,1.6,Training,Marginal,True,
11062,AC-016,Alpha,2021-05-25,0.6,Operational,Clear,False,Technical
11063,AC-016,Alpha,2021-05-28,1.1,Training,Clear,False,Other
11064,AC-016,Alpha,2021-06-01,0.6,Operational,Clear,False,Technical
11065,AC-016,Alpha,2021-06-04,0.4,Training,Marginal,False,Other
11066,AC-016,Alpha,2021-06-06,2.7,Training,Clear,True,
11067,AC-016,Alpha,2021-06-07,5.9,Reconnaissance,Clear,True,
11068,AC-016,Alpha,2021-06-10,2.2,Training,Clear,True,
11069,AC-016,Alpha,2021-06-11,0.4,Training,Poor,False,Technical
11070,AC-016,Alpha,2021-06-12,1.6,Transit,Clear,True,
11071,AC-016,Alpha,2021-06-14,3.1,Training,Clear,True,
11072,AC-016,Alpha,2021-06-15,3.4,Transit,Marginal,True,
11073,AC-016,Alpha,2021-06-16,4.2,Transit,Poor,True,
11074,AC-016,Alpha,2021-06-17,3.3,Training,Clear,True,
11075,AC-016,Alpha,2021-06-22,4.1,Training,Marginal,True,
11076,AC-016,Alpha,2021-06-24,2.4,Reconnaissance,Clear,False,Technical
11077,AC-016,Alpha,2021-06-25,3.5,Training,Clear,True,
11078,AC-016,Alpha,2021-07-01,2.9,Transit,Clear,True,
11079,AC-016,Alpha,2021-07-02,3.7,Training,Marginal,True,
11080,AC-016,Alpha,2021-07-03,1.0,Operational,Poor,False,Technical
11081,AC-016,Alpha,2021-07-04,1.0,Training,Clear,False,Technical
11082,AC-016,Alpha,2021-07-05,1.8,Operational,Clear,False,Other
11083,AC-016,Alpha,2021-07-09,4.4,Operational,Clear,True,
11084,AC-016,Alpha,2021-07-10,1.6,Training,Marginal,False,Technical
11085,AC-016,Alpha,2021-07-12,0.7,Training,Clear,False,Other
11086,AC-016,Alpha,2021-07-14,3.7,Operational,Clear,True,
11087,AC-016,Alpha,2021-07-15,3.7,Transit,Clear,True,
11088,AC-016,Alpha,2021-07-17,3.4,Transit,Marginal,True,
11089,AC-016,Alpha,2021-07-18,1.3,Training,Poor,False,Technical
11090,AC-016,Alpha,2021-07-19,2.1,Training,Clear,False,Technical
11091,AC-016,Alpha,2021-07-20,0.7,Operational,Clear,False,Technical
11092,AC-016,Alpha,2021-07-21,0.8,Operational,Clear,False,Technical
11093,AC-016,Alpha,2021-07-25,1.3,Training,Marginal,False,Technical
11094,AC-016,Alpha,2021-07-26,3.7,Operational,Clear,True,
11095,AC-016,Alpha,2021-07-27,2.0,Training,Clear,True,
11096,AC-016,Alpha,2021-07-28,3.5,Training,Clear,True,
11097,AC-016,Alpha,2021-07-29,4.4,Training,Marginal,True,
11098,AC-016,Alpha,2021-07-30,4.2,Transit,Poor,True,
11099,AC-016,Alpha,2021-08-01,0.9,Operational,Marginal,False,Technical
11100,AC-016,Alpha,2021-08-03,1.8,Reconnaissance,Clear,True,
11101,AC-016,Alpha,2021-08-07,4.0,Training,Clear,True,
11102,AC-016,Alpha,2021-08-11,0.3,Operational,Clear,False,Other
11103,AC-016,Alpha,2021-08-12,0.9,Training,Clear,False,Technical
11104,AC-016,Alpha,2021-08-14,1.0,Operational,Clear,False,Technical
11105,AC-016,Alpha,2021-08-16,3.5,Training,Clear,True,
11106,AC-016,Alpha,2021-08-22,0.5,Operational,Marginal,False,Technical
11107,AC-016,Alpha,2021-08-23,1.7,Transit,Marginal,True,
11108,AC-016,Alpha,2021-08-24,1.2,Training,Poor,False,Weather
11109,AC-016,Alpha,2021-08-27,3.0,Training,Marginal,True,
11110,AC-016,Alpha,2021-08-29,2.6,Training,Poor,True,
11111,AC-016,Alpha,2021-08-30,1.2,Transit,Poor,False,Weather
11112,AC-016,Alpha,2021-09-01,1.7,Transit,Marginal,True,
11113,AC-016,Alpha,2021-09-02,1.8,Training,Poor,True,
11114,AC-016,Alpha,2021-09-03,2.1,Training,Clear,True,
11115,AC-016,Alpha,2021-09-04,1.2,Training,Marginal,False,Technical
11116,AC-016,Alpha,2021-09-05,4.0,Training,Poor,True,
11117,AC-016,Alpha,2021-09-10,3.5,Training,Marginal,True,
11118,AC-016,Alpha,2021-09-11,0.5,Reconnaissance,Poor,False,Weather
11119,AC-016,Alpha,2021-09-12,1.4,Operational,Poor,False,Other
11120,AC-016,Alpha,2021-09-13,0.4,Transit,Poor,False,Weather
11121,AC-016,Alpha,2021-09-14,2.3,Reconnaissance,Marginal,False,Technical
11122,AC-016,Alpha,2021-09-15,4.7,Training,Marginal,True,
11123,AC-016,Alpha,2021-09-18,0.2,Operational,Poor,False,Weather
11124,AC-016,Alpha,2021-09-19,2.8,Training,Clear,True,
11125,AC-016,Alpha,2021-09-20,5.4,Reconnaissance,Clear,True,
11126,AC-016,Alpha,2021-09-23,3.7,Operational,Clear,True,
11127,AC-016,Alpha,2021-09-25,3.3,Training,Marginal,True,
11128,AC-016,Alpha,2021-09-26,3.3,Operational,Clear,True,
11129,AC-016,Alpha,2021-09-28,0.6,Training,Clear,False,Technical
11130,AC-016,Alpha,2021-10-02,2.9,Training,Marginal,True,
11131,AC-016,Alpha,2021-10-06,2.1,Operational,Clear,True,
11132,AC-016,Alpha,2021-10-13,2.3,Operational,Clear,True,
11133,AC-016,Alpha,2021-10-16,1.6,Operational,Clear,True,
11134,AC-016,Alpha,2021-10-24,3.0,Training,Clear,True,
11135,AC-016,Alpha,2021-10-27,3.0,Training,Clear,True,
11136,AC-016,Alpha,2021-11-05,1.0,Training,Clear,False,Technical
11137,AC-016,Alpha,2021-11-08,3.3,Training,Clear,True,
11138,AC-016,Alpha,2021-11-13,0.5,Training,Marginal,False,Technical
11139,AC-016,Alpha,2021-11-14,4.7,Operational,Clear,True,
11140,AC-016,Alpha,2021-11-22,1.5,Operational,Marginal,False,Weather
11141,AC-016,Alpha,2021-11-25,1.1,Operational,Clear,False,Technical
11142,AC-016,Alpha,2021-11-28,0.6,Operational,Poor,False,Technical
11143,AC-016,Alpha,2021-11-29,3.2,Training,Marginal,True,
11144,AC-016,Alpha,2021-12-03,1.2,Transit,Clear,True,
11145,AC-016,Alpha,2021-12-09,3.3,Reconnaissance,Poor,True,
11146,AC-016,Alpha,2021-12-10,0.4,Training,Clear,False,Weather
11147,AC-016,Alpha,2021-12-12,4.4,Operational,Marginal,True,
11148,AC-016,Alpha,2021-12-16,2.7,Training,Clear,True,
11149,AC-016,Alpha,2021-12-21,4.4,Training,Marginal,True,
11150,AC-016,Alpha,2021-12-22,2.4,Operational,Clear,True,
11151,AC-016,Alpha,2022-01-01,0.2,Training,Poor,False,Weather
11152,AC-016,Alpha,2022-01-08,0.9,Training,Poor,False,Technical
11153,AC-016,Alpha,2022-01-09,3.0,Training,Clear,True,
11154,AC-016,Alpha,2022-01-10,3.5,Operational,Clear,True,
11155,AC-016,Alpha,2022-01-18,3.2,Reconnaissance,Clear,True,
11156,AC-016,Alpha,2022-01-24,6.5,Training,Marginal,True,
11157,AC-016,Alpha,2022-01-25,0.5,Training,Clear,False,Technical
11158,AC-016,Alpha,2022-01-28,4.6,Operational,Marginal,True,
11159,AC-016,Alpha,2022-02-01,2.6,Training,Clear,True,
11160,AC-016,Alpha,2022-02-05,3.9,Operational,Clear,True,
11161,AC-016,Alpha,2022-02-06,4.7,Training,Clear,True,
11162,AC-016,Alpha,2022-02-12,3.1,Operational,Marginal,True,
11163,AC-016,Alpha,2022-02-13,0.4,Reconnaissance,Poor,False,Weather
11164,AC-016,Alpha,2022-02-15,0.8,Training,Clear,False,Technical
11165,AC-016,Alpha,2022-02-17,4.2,Training,Clear,True,
11166,AC-016,Alpha,2022-02-18,1.1,Operational,Clear,True,
11167,AC-016,Alpha,2022-02-22,2.4,Training,Marginal,True,
11168,AC-016,Alpha,2022-02-26,2.7,Training,Marginal,True,
11169,AC-016,Alpha,2022-02-28,3.7,Operational,Poor,True,
11170,AC-016,Alpha,2022-03-01,2.2,Operational,Clear,True,
11171,AC-016,Alpha,2022-03-02,0.5,Reconnaissance,Marginal,False,Weather
11172,AC-016,Alpha,2022-03-06,0.6,Training,Clear,False,Technical
11173,AC-016,Alpha,2022-03-08,3.5,Training,Clear,True,
11174,AC-016,Alpha,2022-03-17,4.2,Training,Clear,True,
11175,AC-016,Alpha,2022-03-18,4.4,Reconnaissance,Marginal,True,
11176,AC-016,Alpha,2022-03-20,3.4,Training,Clear,True,
11177,AC-016,Alpha,2022-03-28,1.1,Training,Clear,True,
11178,AC-016,Alpha,2022-04-01,3.6,Training,Marginal,True,
11179,AC-016,Alpha,2022-04-02,4.5,Operational,Clear,True,
11180,AC-016,Alpha,2022-04-03,3.2,Training,Clear,True,
11181,AC-016,Alpha,2022-04-04,4.5,Operational,Clear,True,
11182,AC-016,Alpha,2022-04-05,1.5,Training,Marginal,False,Other
11183,AC-016,Alpha,2022-04-06,3.9,Training,Marginal,True,
11184,AC-016,Alpha,2022-04-07,3.1,Training,Clear,True,
11185,AC-016,Alpha,2022-04-09,1.5,Reconnaissance,Marginal,False,Weather
11186,AC-016,Alpha,2022-04-10,3.0,Operational,Clear,True,
11187,AC-016,Alpha,2022-04-11,3.6,Training,Clear,True,
11188,AC-016,Alpha,2022-04-12,4.5,Reconnaissance,Clear,True,
11189,AC-016,Alpha,2022-04-14,2.9,Operational,Clear,True,
11190,AC-016,Alpha,2022-04-17,3.0,Reconnaissance,Clear,True,
11191,AC-016,Alpha,2022-04-20,0.5,Reconnaissance,Clear,True,
11192,AC-016,Alpha,2022-04-21,2.6,Training,Marginal,True,
11193,AC-016,Alpha,2022-04-23,3.2,Reconnaissance,Clear,True,
11194,AC-016,Alpha,2022-04-26,1.4,Training,Clear,False,Technical
11195,AC-016,Alpha,2022-04-27,3.1,Training,Poor,True,
11196,AC-016,Alpha,2022-05-01,0.5,Operational,Clear,False,Other
11197,AC-016,Alpha,2022-05-02,3.9,Reconnaissance,Clear,True,
11198,AC-016,Alpha,2022-05-03,0.6,Training,Clear,False,Technical
11199,AC-016,Alpha,2022-05-04,5.3,Training,Clear,True,
11200,AC-016,Alpha,2022-05-07,2.8,Transit,Marginal,True,
11201,AC-016,Alpha,2022-05-08,0.9,Operational,Marginal,False,Weather
11202,AC-016,Alpha,2022-05-09,0.2,Training,Poor,False,Technical
11203,AC-016,Alpha,2022-05-10,1.1,Operational,Poor,False,Weather
11204,AC-016,Alpha,2022-05-12,3.1,Training,Clear,True,
11205,AC-016,Alpha,2022-05-13,3.8,Operational,Clear,True,
11206,AC-016,Alpha,2022-05-14,0.8,Operational,Clear,False,Technical
11207,AC-016,Alpha,2022-05-15,3.5,Training,Clear,True,
11208,AC-016,Alpha,2022-05-16,1.9,Operational,Clear,True,
11209,AC-016,Alpha,2022-05-18,2.4,Transit,Clear,True,
11210,AC-016,Alpha,2022-05-20,0.8,Training,Poor,False,Technical
11211,AC-016,Alpha,2022-05-21,2.3,Training,Clear,True,
11212,AC-016,Alpha,2022-05-22,2.7,Transit,Clear,True,
11213,AC-016,Alpha,2022-05-23,4.3,Reconnaissance,Clear,True,
11214,AC-016,Alpha,2022-05-26,1.2,Training,Clear,False,Other
11215,AC-016,Alpha,2022-05-27,1.1,Reconnaissance,Clear,False,Weather
11216,AC-016,Alpha,2022-05-30,3.1,Training,Clear,True,
11217,AC-016,Alpha,2022-06-01,4.8,Operational,Clear,True,
11218,AC-016,Alpha,2022-06-02,2.2,Training,Clear,True,
11219,AC-016,Alpha,2022-06-07,1.9,Reconnaissance,Clear,True,
11220,AC-016,Alpha,2022-06-12,2.3,Operational,Marginal,True,
11221,AC-016,Alpha,2022-06-14,3.8,Reconnaissance,Clear,True,
11222,AC-016,Alpha,2022-06-15,0.4,Training,Clear,False,Other
11223,AC-016,Alpha,2022-06-18,0.5,Operational,Poor,False,Weather
11224,AC-016,Alpha,2022-06-19,5.1,Operational,Clear,True,
11225,AC-016,Alpha,2022-06-26,1.6,Operational,Marginal,True,
11226,AC-016,Alpha,2022-06-27,1.6,Training,Poor,False,Weather
11227,AC-016,Alpha,2022-06-29,1.3,Transit,Marginal,False,Weather
11228,AC-016,Alpha,2022-06-30,0.6,Training,Clear,False,Other
11229,AC-016,Alpha,2022-07-02,0.6,Training,Poor,False,Technical
11230,AC-016,Alpha,2022-07-03,5.4,Training,Clear,True,
11231,AC-016,Alpha,2022-07-08,3.3,Training,Marginal,True,
11232,AC-016,Alpha,2022-07-12,3.4,Operational,Marginal,True,
11233,AC-016,Alpha,2022-07-13,1.4,Training,Clear,False,Technical
11234,AC-016,Alpha,2022-07-14,1.3,Reconnaissance,Clear,True,
11235,AC-016,Alpha,2022-07-17,3.3,Training,Marginal,True,
11236,AC-016,Alpha,2022-07-18,3.8,Training,Clear,True,
11237,AC-016,Alpha,2022-07-22,3.8,Operational,Clear,True,
11238,AC-016,Alpha,2022-07-26,2.1,Operational,Marginal,True,
11239,AC-016,Alpha,2022-07-27,1.6,Transit,Marginal,False,Technical
11240,AC-016,Alpha,2022-07-28,5.5,Transit,Clear,True,
11241,AC-016,Alpha,2022-07-30,2.5,Operational,Clear,True,
11242,AC-016,Alpha,2022-07-31,0.6,Transit,Clear,True,
11243,AC-016,Alpha,2022-08-02,2.9,Operational,Clear,True,
11244,AC-016,Alpha,2022-08-05,2.7,Operational,Clear,True,
11245,AC-016,Alpha,2022-08-06,1.1,Training,Clear,False,Technical
11246,AC-016,Alpha,2022-08-09,1.4,Operational,Clear,False,Technical
11247,AC-016,Alpha,2022-08-10,3.1,Operational,Clear,True,
11248,AC-016,Alpha,2022-08-13,3.5,Operational,Marginal,True,
11249,AC-016,Alpha,2022-08-14,2.9,Training,Clear,True,
11250,AC-016,Alpha,2022-08-15,2.9,Training,Clear,True,
11251,AC-016,Alpha,2022-08-21,1.7,Training,Marginal,True,
11252,AC-016,Alpha,2022-08-22,1.6,Operational,Poor,False,Other
11253,AC-016,Alpha,2022-08-24,0.6,Operational,Marginal,False,Technical
11254,AC-016,Alpha,2022-08-25,2.1,Reconnaissance,Clear,True,
11255,AC-016,Alpha,2022-08-31,5.1,Training,Clear,True,
11256,AC-016,Alpha,2022-09-01,0.9,Transit,Clear,False,Technical
11257,AC-016,Alpha,2022-09-02,2.9,Training,Marginal,True,
11258,AC-016,Alpha,2022-09-04,1.0,Training,Clear,False,Technical
11259,AC-016,Alpha,2022-09-05,0.9,Reconnaissance,Poor,False,Technical
11260,AC-016,Alpha,2022-09-08,2.1,Training,Marginal,True,
