exam_id,crew_id,unit,exam_date,exam_type,score,result
435,CR-117,Bravo,2025-07-29,Initial,72.8,Pass
436,CR-117,Bravo,2024-01-21,Recurrent,95.0,Pass
437,CR-117,Bravo,2023-11-01,Recurrent,95.0,Pass
438,CR-118,Charlie,2024-01-13,Recurrent,92.8,Pass
439,CR-118,Charlie,2023-07-14,Recurrent,63.3,Fail
440,CR-118,Charlie,2021-10-16,Recurrent,86.2,Pass
441,CR-118,Charlie,2021-10-15,Recurrent,87.5,Pass
442,CR-119,Delta,2025-05-10,Recurrent,81.1,Pass
443,CR-119,Delta,2023-10-25,Recurrent,99.8,Pass
444,CR-119,Delta,2021-07-30,Initial,85.3,Pass
445,CR-119,Delta,2025-03-26,Recurrent,89.2,Pass
446,CR-119,Delta,2023-04-01,Recurrent,83.2,Pass
447,CR-119,Delta,2023-02-14,Initial,70.0,Pass
448,CR-120,Echo,2023-05-31,Initial,95.5,Pass
449,CR-120,Echo,2022-12-18,Recurrent,91.1,Pass
450,CR-120,Echo,2024-06-06,Recurrent,82.5,Pass
451,CR-121,Alpha,2021-08-04,Recurrent,83.4,Pass
452,CR-121,Alpha,2022-04-08,Recurrent,77.2,Pass
453,CR-121,Alpha,2024-05-23,Initial,94.5,Pass
454,CR-121,Alpha,2021-01-10,Initial,83.9,Pass
455,CR-122,Bravo,2024-01-15,Initial,74.7,Pass
456,CR-122,Bravo,2025-06-20,Recurrent,81.2,Pass
457,CR-122,Bravo,2021-02-26,Recurrent,96.6,Pass
458,CR-122,Bravo,2023-10-28,Recurrent,76.8,Pass
459,CR-122,Bravo,2021-10-30,Recurrent,63.4,Fail
460,CR-122,Bravo,2021-11-25,Initial,56.5,Fail
461,CR-123,Charlie,2025-12-06,Recurrent,81.5,Pass
462,CR-123,Charlie,2023-02-24,Recurrent,73.5,Pass
463,CR-123,Charlie,2023-06-24,Recurrent,84.0,Pass
464,CR-123,Charlie,2023-11-17,Initial,92.2,Pass
465,CR-124,Delta,2021-10-26,Recurrent,97.1,Pass
466,CR-124,Delta,2022-09-11,Recurrent,73.5,Pass
467,CR-124,Delta,2024-04-24,Recurrent,83.9,Pass
468,CR-124,Delta,2023-10-12,Initial,92.9,Pass
469,CR-124,Delta,2023-03-22,Initial,73.2,Pass
470,CR-125,Echo,2023-01-14,Initial,67.0,Fail
471,CR-125,Echo,2024-04-18,Recurrent,67.8,Fail
472,CR-125,Echo,2024-06-04,Recurrent,70.9,Pass
473,CR-126,Alpha,2025-12-13,Recurrent,86.6,Pass
474,CR-126,Alpha,2021-01-14,Recurrent,82.6,Pass
475,CR-126,Alpha,2024-06-06,Initial,93.5,Pass
476,CR-126,Alpha,2022-11-06,Recurrent,79.0,Pass
477,CR-126,Alpha,2021-11-09,Recurrent,88.7,Pass
478,CR-127,Bravo,2023-06-18,Recurrent,91.3,Pass
479,CR-127,Bravo,2021-10-02,Initial,79.6,Pass
480,CR-127,Bravo,2021-12-22,Recurrent,73.7,Pass
481,CR-127,Bravo,2023-05-02,Recurrent,70.0,Fail
482,CR-127,Bravo,2024-11-15,Initial,74.6,Pass
483,CR-127,Bravo,2021-09-06,Recurrent,76.8,Pass
484,CR-128,Charlie,2025-09-29,Recurrent,75.5,Pass
485,CR-128,Charlie,2022-08-20,Initial,71.2,Pass
486,CR-128,Charlie,2023-09-30,Recurrent,84.9,Pass
487,CR-128,Charlie,2022-02-19,Recurrent,88.6,Pass
488,CR-128,Charlie,2024-08-21,Recurrent,79.1,Pass
489,CR-128,Charlie,2023-06-24,Recurrent,94.9,Pass
490,CR-129,Delta,2023-04-05,Initial,66.2,Fail
491,CR-129,Delta,2025-08-24,Recurrent,66.4,Fail
492,CR-130,Echo,2024-02-29,Recurrent,87.3,Pass
493,CR-130,Echo,2025-11-16,Recurrent,76.5,Pass
494,CR-130,Echo,2021-02-24,Recurrent,98.2,Pass
495,CR-131,Alpha,2024-06-25,Recurrent,96.2,Pass
496,CR-131,Alpha,2023-06-09,Recurrent,90.6,Pass
497,CR-131,Alpha,2022-07-20,Recurrent,79.5,Pass
498,CR-131,Alpha,2023-02-04,Recurrent,93.5,Pass
499,CR-131,Alpha,2024-08-02,Recurrent,68.2,Fail
500,CR-131,Alpha,2025-01-19,Initial,81.8,Pass
501,CR-132,Bravo,2023-10-15,Initial,70.2,Pass
502,CR-132,Bravo,2024-10-22,Recurrent,91.5,Pass
503,CR-132,Bravo,2023-08-19,Recurrent,80.3,Pass
504,CR-132,Bravo,2024-03-24,Recurrent,74.5,Pass
505,CR-133,Charlie,2022-10-23,Recurrent,87.3,Pass
506,CR-133,Charlie,2024-07-12,Recurrent,83.1,Pass
507,CR-133,Charlie,2024-10-19,Initial,82.3,Pass
508,CR-134,Delta,2025-09-08,Recurrent,67.1,Fail
509,CR-134,Delta,2025-11-12,Recurrent,100.0,Pass
510,CR-134,Delta,2023-05-22,Recurrent,68.4,Fail
511,CR-134,Delta,2021-01-22,Initial,90.8,Pass
512,CR-134,Delta,2024-10-01,Recurrent,82.9,Pass
513,CR-135,Echo,2022-05-11,Recurrent,85.6,Pass
514,CR-135,Echo,2024-04-08,Recurrent,80.8,Pass
515,CR-135,Echo,2022-03-22,Recurrent,86.5,Pass
516,CR-135,Echo,2025-12-09,Recurrent,92.8,Pass
517,CR-135,Echo,2023-03-02,Initial,87.6,Pass
518,CR-136,Alpha,2021-04-10,Initial,77.2,Pass
519,CR-136,Alpha,2021-01-22,Recurrent,72.4,Pass
520,CR-137,Bravo,2021-02-28,Recurrent,67.5,Fail
521,CR-137,Bravo,2024-06-19,Recurrent,81.9,Pass
522,CR-137,Bravo,2024-05-01,Initial,85.5,Pass
523,CR-137,Bravo,2022-11-03,Recurrent,74.2,Pass
524,CR-138,Charlie,2023-03-28,Recurrent,92.6,Pass
525,CR-138,Charlie,2023-05-03,Recurrent,82.0,Pass
526,CR-138,Charlie,2025-03-22,Recurrent,84.0,Pass
527,CR-138,Charlie,2021-04-29,Recurrent,73.6,Pass
528,CR-138,Charlie,2022-11-08,Recurrent,62.6,Fail
529,CR-138,Charlie,2022-12-15,Initial,74.2,Pass
530,CR-139,Delta,2024-09-25,Initial,90.1,Pass
531,CR-139,Delta,2022-10-07,Initial,82.0,Pass
532,CR-139,Delta,2025-05-26,Recurrent,75.8,Pass
533,CR-139,Delta,2024-05-12,Recurrent,90.6,Pass
534,CR-139,Delta,2025-07-30,Recurrent,78.8,Pass
535,CR-139,Delta,2021-01-01,Recurrent,76.0,Pass
536,CR-140,Echo,2021-05-01,Recurrent,91.3,Pass
537,CR-140,Echo,2023-08-27,Recurrent,95.2,Pass
538,CR-140,Echo,2023-05-09,Recurrent,88.0,Pass
539,CR-141,Alpha,2023-07-19,Recurrent,71.4,Pass
540,CR-141,Alpha,2022-09-25,Recurrent,70.3,Pass
541,CR-141,Alpha,2023-07-10,Recurrent,82.8,Pass
542,CR-141,Alpha,2021-12-04,Initial,80.4,Pass
543,CR-141,Alpha,2022-05-21,Initial,73.8,Pass
544,CR-141,Alpha,2024-09-03,Recurrent,76.0,Pass
545,CR-142,Bravo,2024-03-10,Recurrent,99.5,Pass
546,CR-142,Bravo,2025-04-12,Recurrent,69.4,Fail
547,CR-142,Bravo,2025-12-01,Initial,83.5,Pass
548,CR-142,Bravo,2021-02-03,Recurrent,70.7,Pass
549,CR-142,Bravo,2023-06-04,Recurrent,96.6,Pass
550,CR-142,Bravo,2021-07-01,Recurrent,100.0,Pass
551,CR-143,Charlie,2022-03-03,Recurrent,98.5,Pass
552,CR-143,Charlie,2022-04-07,Recurrent,79.4,Pass
553,CR-144,Delta,2024-03-12,Recurrent,75.9,Pass
554,CR-144,Delta,2022-05-16,Recurrent,73.9,Pass
555,CR-145,Echo,2022-11-06,Recurrent,55.6,Fail
556,CR-145,Echo,2023-09-11,Initial,82.9,Pass
557,CR-145,Echo,2024-03-06,Recurrent,76.7,Pass
558,CR-145,Echo,2024-10-12,Initial,90.5,Pass
559,CR-145,Echo,2023-01-05,Recurrent,81.2,Pass
560,CR-146,Alpha,2023-07-22,Recurrent,72.6,Pass
561,CR-146,Alpha,2024-06-22,Recurrent,84.5,Pass
562,CR-146,Alpha,2021-01-11,Initial,84.3,Pass
563,CR-146,Alpha,2021-03-12,Recurrent,78.0,Pass
564,CR-146,Alpha,2023-09-23,Recurrent,78.6,Pass
565,CR-146,Alpha,2022-06-01,Recurrent,95.0,Pass
566,CR-147,Bravo,2023-07-22,Recurrent,91.2,Pass
567,CR-147,Bravo,2025-11-15,Recurrent,73.8,Pass
568,CR-147,Bravo,2022-03-22,Recurrent,55.2,Fail
569,CR-148,Charlie,2024-03-21,Initial,90.3,Pass
570,CR-148,Charlie,2021-08-02,Recurrent,83.3,Pass
571,CR-148,Charlie,2024-08-17,Initial,90.7,Pass
572,CR-148,Charlie,2023-03-20,Recurrent,78.8,Pass
573,CR-148,Charlie,2025-12-01,Recurrent,78.8,Pass
574,CR-148,Charlie,2023-09-01,Recurrent,71.0,Pass
575,CR-149,Delta,2025-07-12,Initial,94.4,Pass
576,CR-149,Delta,2024-07-29,Recurrent,78.3,Pass
577,CR-150,Echo,2022-02-26,Recurrent,80.3,Pass
578,CR-150,Echo,2023-12-08,Recurrent,68.0,Fail
579,CR-151,Alpha,2023-07-25,Recurrent,75.9,Pass
580,CR-151,Alpha,2023-11-09,Recurrent,93.1,Pass
581,CR-151,Alpha,2022-06-10,Recurrent,75.3,Pass
582,CR-151,Alpha,2024-04-17,Recurrent,69.6,Fail
583,CR-152,Bravo,2025-10-18,Initial,91.6,Pass
584,CR-152,Bravo,2025-08-21,Initial,99.4,Pass
585,CR-153,Charlie,2024-12-11,Recurrent,89.9,Pass
586,CR-153,Charlie,2024-02-29,Recurrent,76.6,Pass
587,CR-153,Charlie,2022-10-23,Initial,76.8,Pass
588,CR-153,Charlie,2024-09-11,Recurrent,87.9,Pass
589,CR-153,Charlie,2022-05-25,Recurrent,94.4,Pass
590,CR-154,Delta,2022-05-25,Recurrent,75.7,Pass
591,CR-154,Delta,2025-02-11,Initial,73.1,Pass
592,CR-154,Delta,2024-05-28,Recurrent,92.8,Pass
593,CR-154,Delta,2025-11-22,Recurrent,100.0,Pass
594,CR-155,Echo,2022-07-09,Recurrent,80.1,Pass
595,CR-155,Echo,2022-09-24,Recurrent,90.9,Pass
596,CR-156,Alpha,2022-07-19,Recurrent,91.5,Pass
597,CR-156,Alpha,2024-09-24,Initial,68.8,Fail
598,CR-156,Alpha,2024-03-03,Recurrent,81.8,Pass
599,CR-157,Bravo,2022-06-07,Recurrent,76.5,Pass
600,CR-157,Bravo,2023-11-09,Recurrent,65.9,Fail
601,CR-158,Charlie,2022-08-23,Recurrent,80.4,Pass
602,CR-158,Charlie,2023-09-23,Recurrent,69.8,Fail
603,CR-158,Charlie,2021-08-03,Recurrent,72.9,Pass
604,CR-158,Charlie,2024-06-21,Recurrent,90.5,Pass
605,CR-158,Charlie,2023-10-19,Recurrent,74.6,Pass
606,CR-158,Charlie,2024-02-26,Recurrent,82.2,Pass
607,CR-159,Delta,2023-03-30,Recurrent,100.0,Pass
608,CR-159,Delta,2025-02-16,Initial,76.1,Pass
609,CR-159,Delta,2021-11-21,Initial,89.3,Pass
610,CR-159,Delta,2023-01-09,Recurrent,84.6,Pass
611,CR-159,Delta,2022-02-09,Initial,68.3,Fail
612,CR-160,Echo,2024-03-01,Recurrent,66.8,Fail
613,CR-160,Echo,2023-04-14,Recurrent,80.8,Pass
614,CR-160,Echo,2025-05-07,Recurrent,78.8,Pass
615,CR-160,Echo,2023-10-10,Recurrent,78.7,Pass
616,CR-160,Echo,2021-07-23,Recurrent,81.4,Pass
617,CR-161,Alpha,2025-09-22,Recurrent,75.8,Pass
618,CR-161,Alpha,2022-06-14,Initial,93.6,Pass
619,CR-162,Bravo,2021-02-23,Recurrent,75.9,Pass
620,CR-162,Bravo,2025-08-31,Recurrent,82.8,Pass
621,CR-162,Bravo,2021-06-24,Initial,80.1,Pass
622,CR-162,Bravo,2025-04-11,Recurrent,65.6,Fail
623,CR-162,Bravo,2024-12-17,Recurrent,79.0,Pass
624,CR-162,Bravo,2025-01-29,Recurrent,99.4,Pass
625,CR-163,Charlie,2021-11-29,Recurrent,74.1,Pass
626,CR-163,Charlie,2025-05-05,Recurrent,88.9,Pass
627,CR-164,Delta,2021-12-08,Recurrent,81.3,Pass
628,CR-164,Delta,2023-10-08,Recurrent,83.7,Pass
629,CR-164,Delta,2024-10-12,Recurrent,88.6,Pass
630,CR-164,Delta,2021-04-17,Recurrent,67.7,Fail
631,CR-164,Delta,2021-06-04,Initial,87.2,Pass
632,CR-165,Echo,2023-03-25,Recurrent,88.9,Pass
633,CR-165,Echo,2022-03-24,Recurrent,70.2,Pass
634,CR-165,Echo,2023-10-11,Initial,86.9,Pass
635,CR-166,Alpha,2023-09-08,Recurrent,68.1,Fail
636,CR-166,Alpha,2023-05-05,Recurrent,64.5,Fail
637,CR-166,Alpha,2022-03-23,Initial,91.9,Pass
638,CR-167,Bravo,2023-03-21,Recurrent,82.1,Pass
639,CR-167,Bravo,2023-01-03,Recurrent,72.0,Pass
640,CR-167,Bravo,2022-12-31,Recurrent,88.8,Pass
641,CR-167,Bravo,2022-01-07,Recurrent,83.8,Pass
642,CR-167,Bravo,2024-10-09,Recurrent,83.4,Pass
643,CR-168,Charlie,2023-05-01,Initial,88.2,Pass
644,CR-168,Charlie,2023-10-14,Initial,82.4,Pass
645,CR-168,Charlie,2024-07-24,Recurrent,82.1,Pass
646,CR-168,Charlie,2023-09-25,Recurrent,76.7,Pass
647,CR-168,Charlie,2025-08-03,Recurrent,67.5,Fail
648,CR-169,Delta,2021-02-10,Recurrent,97.9,Pass
649,CR-169,Delta,2025-09-05,Recurrent,87.2,Pass
650,CR-169,Delta,2022-11-07,Recurrent,79.4,Pass
651,CR-169,Delta,2025-05-28,Recurrent,85.0,Pass
652,CR-169,Delta,2022-03-31,Recurrent,79.4,Pass
653,CR-169,Delta,2022-04-09,Recurrent,63.5,Fail
654,CR-170,Echo,2023-01-01,Recurrent,85.6,Pass
655,CR-170,Echo,2023-10-22,Recurrent,81.1,Pass
656,CR-170,Echo,2021-12-01,Recurrent,81.9,Pass
657,CR-170,Echo,2024-02-10,Initial,87.0,Pass
658,CR-170,Echo,2024-11-06,Recurrent,90.7,Pass
659,CR-171,Alpha,2024-02-27,Initial,85.8,Pass
660,CR-171,Alpha,2021-09-24,Recurrent,94.5,Pass
661,CR-172,Bravo,2021-02-21,Initial,80.5,Pass
662,CR-172,Bravo,2023-03-28,Recurrent,85.5,Pass
663,CR-172,Bravo,2024-08-04,Recurrent,84.6,Pass
664,CR-173,Charlie,2025-10-10,Initial,97.7,Pass
665,CR-173,Charlie,2024-01-11,Recurrent,79.2,Pass
666,CR-174,Delta,2022-05-18,Recurrent,68.4,Fail
667,CR-174,Delta,2022-02-05,Recurrent,88.8,Pass
668,CR-175,Echo,2023-04-26,Recurrent,92.5,Pass
669,CR-175,Echo,2021-10-21,Recurrent,88.0,Pass
670,CR-175,Echo,2022-04-05,Recurrent,78.0,Pass
671,CR-175,Echo,2023-12-24,Recurrent,68.6,Fail
672,CR-175,Echo,2022-11-26,Initial,83.6,Pass
673,CR-175,Echo,2021-02-18,Initial,84.6,Pass
674,CR-176,Alpha,2022-07-29,Initial,78.2,Pass
675,CR-176,Alpha,2025-03-01,Recurrent,82.2,Pass
676,CR-176,Alpha,2021-08-19,Initial,80.5,Pass
677,CR-176,Alpha,2024-12-20,Initial,82.5,Pass
678,CR-177,Bravo,2025-11-29,Recurrent,83.0,Pass
679,CR-177,Bravo,2025-09-16,Recurrent,78.4,Pass
680,CR-177,Bravo,2025-07-19,Recurrent,78.8,Pass
681,CR-177,Bravo,2022-08-06,Recurrent,81.5,Pass
682,CR-177,Bravo,2021-03-08,Initial,83.5,Pass
683,CR-178,Charlie,2021-07-01,Recurrent,84.5,Pass
684,CR-178,Charlie,2024-10-09,Initial,83.0,Pass
685,CR-178,Charlie,2025-09-08,Recurrent,76.5,Pass
686,CR-178,Charlie,2021-07-21,Initial,84.3,Pass
687,CR-179,Delta,2023-06-26,Recurrent,99.3,Pass
688,CR-179,Delta,2021-06-06,Recurrent,75.2,Pass
689,CR-179,Delta,2025-08-03,Initial,78.4,Pass
690,CR-179,Delta,2022-12-12,Initial,77.0,Pass
691,CR-180,Echo,2025-05-11,Recurrent,81.7,Pass
692,CR-180,Echo,2021-11-10,Recurrent,89.3,Pass
693,CR-180,Echo,2023-05-18,Recurrent,86.3,Pass
694,CR-180,Echo,2023-06-02,Recurrent,79.5,Pass
695,CR-181,Alpha,2023-11-18,Recurrent,84.3,Pass
696,CR-181,Alpha,2024-12-14,Recurrent,100.0,Pass
697,CR-182,Bravo,2024-12-30,Recurrent,76.1,Pass
698,CR-182,Bravo,2023-02-10,Recurrent,79.7,Pass
699,CR-182,Bravo,2023-03-06,Recurrent,77.3,Pass
700,CR-182,Bravo,2024-10-21,Recurrent,81.3,Pass
701,CR-182,Bravo,2024-03-27,Recurrent,86.4,Pass
702,CR-182,Bravo,2023-01-14,Initial,83.3,Pass
703,CR-183,Charlie,2023-04-07,Initial,73.7,Pass
704,CR-183,Charlie,2025-04-25,Recurrent,88.0,Pass
705,CR-184,Delta,2021-09-07,Recurrent,87.0,Pass
706,CR-184,Delta,2023-05-28,Recurrent,86.0,Pass
707,CR-185,Echo,2022-09-03,Recurrent,81.7,Pass
708,CR-185,Echo,2023-06-24,Initial,66.5,Fail
709,CR-185,Echo,2025-12-12,Recurrent,95.3,Pass
710,CR-185,Echo,2021-09-01,Recurrent,95.6,Pass
711,CR-185,Echo,2023-08-07,Initial,81.6,Pass
712,CR-185,Echo,2022-08-23,Recurrent,96.6,Pass
713,CR-186,Alpha,2025-08-02,Recurrent,95.6,Pass
714,CR-186,Alpha,2024-03-05,Initial,82.1,Pass
715,CR-186,Alpha,2024-05-12,Recurrent,67.3,Fail
716,CR-186,Alpha,2021-08-16,Recurrent,82.4,Pass
717,CR-187,Bravo,2022-03-23,Recurrent,83.3,Pass
718,CR-187,Bravo,2023-09-16,Recurrent,77.3,Pass
719,CR-187,Bravo,2022-04-05,Recurrent,82.6,Pass
720,CR-188,Charlie,2024-08-20,Recurrent,79.1,Pass
721,CR-188,Charlie,2021-08-10,Recurrent,90.7,Pass
722,CR-188,Charlie,2021-03-09,Recurrent,88.7,Pass
723,CR-188,Charlie,2021-10-08,Recurrent,88.3,Pass
724,CR-188,Charlie,2025-01-27,Recurrent,71.6,Pass
725,CR-188,Charlie,2025-10-11,Recurrent,95.8,Pass
726,CR-189,Delta,2023-07-02,Initial,96.0,Pass
727,CR-189,Delta,2021-03-22,Initial,65.0,Fail
728,CR-189,Delta,2021-11-16,Recurrent,79.6,Pass
729,CR-190,Echo,2024-06-15,Initial,80.3,Pass
730,CR-190,Echo,2022-06-27,Recurrent,91.6,Pass
731,CR-190,Echo,2021-06-25,Recurrent,70.1,Pass
732,CR-190,Echo,2022-11-01,Recurrent,100.0,Pass
733,CR-190,Echo,2022-10-17,Recurrent,80.0,Pass
734,CR-190,Echo,2023-09-01,Recurrent,97.3,Pass
735,CR-191,Alpha,2021-02-14,Recurrent,78.5,Pass
736,CR-191,Alpha,2024-06-26,Recurrent,90.2,Pass
737,CR-191,Alpha,2024-04-01,Recurrent,95.3,Pass
738,CR-191,Alpha,2025-06-07,Recurrent,76.7,Pass
739,CR-191,Alpha,2021-06-05,Recurrent,100.0,Pass
740,CR-191,Alpha,2024-06-05,Initial,83.3,Pass
741,CR-192,Bravo,2025-08-23,Initial,91.7,Pass
742,CR-192,Bravo,2021-07-14,Recurrent,94.3,Pass
743,CR-192,Bravo,2024-02-18,Initial,78.5,Pass
744,CR-192,Bravo,2023-01-13,Recurrent,72.5,Pass
745,CR-192,Bravo,2023-12-03,Recurrent,89.9,Pass
746,CR-192,Bravo,2024-03-17,Recurrent,89.0,Pass
747,CR-193,Charlie,2024-08-31,Recurrent,80.8,Pass
748,CR-193,Charlie,2022-03-23,Recurrent,72.0,Pass
749,CR-194,Delta,2022-02-11,Recurrent,79.1,Pass
750,CR-194,Delta,2022-01-03,Initial,82.4,Pass
751,CR-195,Echo,2022-12-22,Recurrent,93.2,Pass
752,CR-195,Echo,2025-05-11,Initial,65.0,Fail
753,CR-195,Echo,2024-08-21,Recurrent,80.3,Pass
754,CR-196,Alpha,2024-12-16,Recurrent,66.5,Fail
755,CR-196,Alpha,2022-04-23,Recurrent,71.5,Pass
756,CR-196,Alpha,2022-10-30,Initial,89.4,Pass
757,CR-196,Alpha,2023-01-05,Recurrent,80.3,Pass
758,CR-196,Alpha,2024-02-20,Recurrent,86.3,Pass
759,CR-196,Alpha,2024-04-21,Recurrent,77.3,Pass
760,CR-197,Bravo,2023-07-28,Recurrent,77.3,Pass
761,CR-197,Bravo,2022-09-16,Initial,79.4,Pass
762,CR-198,Charlie,2024-01-23,Recurrent,88.6,Pass
763,CR-198,Charlie,2025-07-11,Recurrent,76.4,Pass
764,CR-198,Charlie,2022-12-16,Recurrent,73.2,Pass
765,CR-198,Charlie,2023-01-18,Recurrent,87.3,Pass
766,CR-198,Charlie,2022-05-30,Recurrent,75.6,Pass
767,CR-199,Delta,2022-02-07,Initial,79.8,Pass
768,CR-199,Delta,2021-12-08,Recurrent,83.9,Pass
769,CR-199,Delta,2024-08-23,Recurrent,89.5,Pass
770,CR-199,Delta,2022-05-28,Recurrent,78.6,Pass
771,CR-200,Echo,2024-04-09,Initial,83.0,Pass
772,CR-200,Echo,2025-04-12,Recurrent,77.1,Pass
773,CR-200,Echo,2022-01-09,Recurrent,84.4,Pass
774,CR-200,Echo,2024-04-08,Initial,88.7,Pass
775,CR-201,Alpha,2024-07-07,Initial,78.6,Pass
776,CR-201,Alpha,2023-07-08,Recurrent,86.0,Pass
777,CR-201,Alpha,2025-07-23,Initial,91.3,Pass
778,CR-202,Bravo,2023-06-15,Recurrent,78.8,Pass
779,CR-202,Bravo,2025-12-07,Recurrent,82.3,Pass
780,CR-202,Bravo,2025-04-15,Recurrent,98.9,Pass
781,CR-202,Bravo,2022-04-28,Recurrent,73.3,Pass
782,CR-203,Charlie,2021-04-19,Recurrent,68.8,Fail
783,CR-203,Charlie,2021-08-27,Recurrent,83.2,Pass
784,CR-203,Charlie,2022-09-17,Initial,81.6,Pass
785,CR-203,Charlie,2024-11-28,Recurrent,87.6,Pass
786,CR-204,Delta,2024-05-31,Initial,81.4,Pass
787,CR-204,Delta,2024-12-29,Recurrent,70.8,Pass
788,CR-204,Delta,2022-03-23,Recurrent,86.3,Pass
789,CR-204,Delta,2023-01-02,Initial,83.0,Pass
790,CR-205,Echo,2022-12-26,Recurrent,84.1,Pass
791,CR-205,Echo,2025-01-29,Recurrent,79.1,Pass
792,CR-205,Echo,2022-06-11,Recurrent,79.5,Pass
793,CR-206,Alpha,2021-02-09,Recurrent,81.2,Pass
794,CR-206,Alpha,2022-04-19,Recurrent,87.6,Pass
795,CR-206,Alpha,2023-05-09,Initial,86.5,Pass
796,CR-207,Bravo,2022-01-06,Recurrent,74.1,Pass
797,CR-207,Bravo,2023-08-04,Recurrent,74.4,Pass
798,CR-207,Bravo,2025-12-06,Initial,95.0,Pass
799,CR-208,Charlie,2023-09-23,Recurrent,77.1,Pass
800,CR-208,Charlie,2024-05-08,Recurrent,100.0,Pass
801,CR-208,Charlie,2025-03-27,Recurrent,100.0,Pass
802,CR-208,Charlie,2023-01-28,Recurrent,80.0,Pass
803,CR-209,Delta,2021-11-23,Initial,85.9,Pass
804,CR-209,Delta,2023-08-15,Initial,69.6,Fail
805,CR-210,Echo,2024-04-08,Recurrent,89.3,Pass
806,CR-210,Echo,2025-07-12,Recurrent,75.8,Pass
807,CR-210,Echo,2022-03-13,Recurrent,67.0,Fail
808,CR-210,Echo,2022-05-21,Initial,91.2,Pass
809,CR-210,Echo,2023-05-08,Recurrent,82.9,Pass
810,CR-211,Alpha,2024-02-11,Recurrent,98.1,Pass
811,CR-211,Alpha,2023-01-11,Recurrent,82.4,Pass
812,CR-212,Bravo,2024-03-06,Recurrent,77.1,Pass
813,CR-212,Bravo,2022-04-07,Recurrent,86.4,Pass
814,CR-212,Bravo,2021-11-10,Initial,82.7,Pass
815,CR-213,Charlie,2023-07-07,Recurrent,80.4,Pass
816,CR-213,Charlie,2022-06-30,Recurrent,92.2,Pass
817,CR-213,Charlie,2025-05-18,Initial,84.5,Pass
818,CR-213,Charlie,2021-07-15,Initial,80.7,Pass
819,CR-214,Delta,2022-11-14,Recurrent,69.4,Fail
820,CR-214,Delta,2022-12-26,Recurrent,83.5,Pass
821,CR-214,Delta,2022-08-25,Recurrent,80.1,Pass
822,CR-215,Echo,2023-04-17,Recurrent,66.1,Fail
823,CR-215,Echo,2023-01-24,Recurrent,90.0,Pass
824,CR-215,Echo,2022-06-11,Recurrent,74.7,Pass
825,CR-215,Echo,2023-10-23,Recurrent,94.0,Pass
826,CR-215,Echo,2024-09-21,Initial,83.2,Pass
827,CR-215,Echo,2025-12-07,Recurrent,95.5,Pass
828,CR-216,Alpha,2023-02-28,Recurrent,87.0,Pass
829,CR-216,Alpha,2022-01-04,Initial,92.5,Pass
830,CR-216,Alpha,2022-06-24,Recurrent,83.6,Pass
831,CR-217,Bravo,2024-02-01,Recurrent,85.1,Pass
832,CR-217,Bravo,2024-02-12,Recurrent,89.7,Pass
833,CR-217,Bravo,2024-01-11,Initial,89.4,Pass
834,CR-217,Bravo,2024-05-08,Recurrent,83.5,Pass
835,CR-217,Bravo,2023-09-11,Recurrent,95.3,Pass
836,CR-217,Bravo,2022-03-21,Recurrent,81.6,Pass
837,CR-218,Charlie,2025-05-23,Recurrent,94.9,Pass
838,CR-218,Charlie,2024-05-11,Recurrent,87.2,Pass
839,CR-218,Charlie,2023-05-19,Recurrent,89.6,Pass
840,CR-219,Delta,2023-12-07,Initial,89.1,Pass
841,CR-219,Delta,2023-07-10,Recurrent,75.4,Pass
842,CR-219,Delta,2023-05-24,Recurrent,78.7,Pass
843,CR-220,Echo,2023-07-12,Initial,81.8,Pass
844,CR-220,Echo,2023-08-03,Recurrent,82.4,Pass
845,CR-220,Echo,2025-01-14,Recurrent,82.7,Pass
846,CR-220,Echo,2023-07-26,Recurrent,75.3,Pass
847,CR-220,Echo,2022-11-14,Recurrent,79.4,Pass
848,CR-221,Alpha,2021-06-14,Recurrent,94.5,Pass
849,CR-221,Alpha,2021-10-06,Recurrent,78.5,Pass
850,CR-221,Alpha,2022-10-10,Recurrent,81.0,Pass
851,CR-221,Alpha,2024-10-20,Initial,80.6,Pass
852,CR-221,Alpha,2022-06-27,Recurrent,86.4,Pass
853,CR-221,Alpha,2025-04-02,Recurrent,78.1,Pass
854,CR-222,Bravo,2023-08-09,Recurrent,72.0,Pass
855,CR-222,Bravo,2023-10-30,Initial,81.0,Pass
856,CR-222,Bravo,2024-02-17,Initial,83.1,Pass
857,CR-222,Bravo,2023-12-20,Initial,73.4,Pass
858,CR-223,Charlie,2023-02-05,Initial,85.1,Pass
859,CR-223,Charlie,2024-03-09,Recurrent,78.9,Pass
860,CR-223,Charlie,2024-08-20,Recurrent,91.9,Pass
861,CR-223,Charlie,2021-09-24,Recurrent,90.1,Pass
862,CR-223,Charlie,2021-10-24,Initial,100.0,Pass
863,CR-223,Charlie,2023-11-24,Recurrent,87.9,Pass
864,CR-224,Delta,2025-03-10,Initial,78.8,Pass
865,CR-224,Delta,2021-03-02,Recurrent,73.8,Pass
866,CR-224,Delta,2022-03-08,Recurrent,86.4,Pass
867,CR-224,Delta,2021-05-27,Recurrent,74.2,Pass
868,CR-225,Echo,2025-09-20,Recurrent,87.8,Pass
869,CR-225,Echo,2024-01-14,Recurrent,86.9,Pass
