flight_id,aircraft_id,unit,flight_date,flight_hours,mission_type,weather_condition,completed,abort_reason,year,aircraft_type,acquisition_year
6434,AC-009,Delta,2024-10-02,0.3,Transit,Poor,False,Weather,2024,Class-I Recon,2019
6435,AC-009,Delta,2024-10-08,0.5,Training,Marginal,False,Technical,2024,Class-I Recon,2019
6436,AC-009,Delta,2024-10-10,3.8,Reconnaissance,Clear,True,,2024,Class-I Recon,2019
6437,AC-009,Delta,2024-10-12,3.5,Operational,Marginal,True,,2024,Class-I Recon,2019
6438,AC-009,Delta,2024-10-20,1.6,Training,Clear,True,,2024,Class-I Recon,2019
6439,AC-009,Delta,2024-10-23,4.0,Training,Clear,True,,2024,Class-I Recon,2019
6440,AC-009,Delta,2024-10-27,1.3,Training,Marginal,False,Weather,2024,Class-I Recon,2019
6441,AC-009,Delta,2024-10-30,1.1,Operational,Poor,False,Technical,2024,Class-I Recon,2019
6442,AC-009,Delta,2024-10-31,1.1,Reconnaissance,Marginal,False,Weather,2024,Class-I Recon,2019
6443,AC-009,Delta,2024-11-01,4.4,Training,Clear,True,,2024,Class-I Recon,2019
6444,AC-009,Delta,2024-11-04,1.9,Operational,Clear,True,,2024,Class-I Recon,2019
6445,AC-009,Delta,2024-11-07,3.7,Reconnaissance,Clear,True,,2024,Class-I Recon,2019
6446,AC-009,Delta,2024-11-09,0.6,Operational,Poor,False,Technical,2024,Class-I Recon,2019
6447,AC-009,Delta,2024-11-17,2.3,Training,Clear,True,,2024,Class-I Recon,2019
6448,AC-009,Delta,2024-11-19,2.2,Operational,Clear,True,,2024,Class-I Recon,2019
6449,AC-009,Delta,2024-11-21,0.6,Training,Marginal,False,Technical,2024,Class-I Recon,2019
6450,AC-009,Delta,2024-11-24,3.3,Operational,Clear,True,,2024,Class-I Recon,2019
6451,AC-009,Delta,2024-11-27,0.7,Operational,Clear,False,Technical,2024,Class-I Recon,2019
6452,AC-009,Delta,2024-11-28,4.5,Training,Clear,True,,2024,Class-I Recon,2019
6453,AC-009,Delta,2024-12-02,2.6,Reconnaissance,Clear,True,,2024,Class-I Recon,2019
6454,AC-009,Delta,2024-12-06,0.9,Transit,Clear,False,Technical,2024,Class-I Recon,2019
6455,AC-009,Delta,2024-12-07,3.5,Training,Marginal,True,,2024,Class-I Recon,2019
6456,AC-009,Delta,2024-12-08,1.0,Training,Marginal,False,Weather,2024,Class-I Recon,2019
6457,AC-009,Delta,2024-12-09,0.6,Training,Marginal,False,Technical,2024,Class-I Recon,2019
6458,AC-009,Delta,2024-12-14,1.6,Transit,Clear,False,Technical,2024,Class-I Recon,2019
6459,AC-009,Delta,2024-12-15,1.3,Training,Clear,True,,2024,Class-I Recon,2019
6460,AC-009,Delta,2024-12-20,4.2,Operational,Clear,True,,2024,Class-I Recon,2019
6461,AC-009,Delta,2024-12-21,0.3,Reconnaissance,Poor,False,Weather,2024,Class-I Recon,2019
6462,AC-009,Delta,2024-12-23,1.2,Operational,Clear,False,Technical,2024,Class-I Recon,2019
6463,AC-009,Delta,2024-12-24,2.7,Training,Clear,True,,2024,Class-I Recon,2019
6464,AC-009,Delta,2024-12-27,2.7,Reconnaissance,Clear,True,,2024,Class-I Recon,2019
6465,AC-009,Delta,2024-12-31,5.0,Reconnaissance,Poor,True,,2024,Class-I Recon,2019
6466,AC-009,Delta,2025-01-03,3.4,Transit,Poor,True,,2025,Class-I Recon,2019
6467,AC-009,Delta,2025-01-09,1.5,Training,Clear,False,Weather,2025,Class-I Recon,2019
6468,AC-009,Delta,2025-01-12,3.2,Training,Clear,True,,2025,Class-I Recon,2019
6469,AC-009,Delta,2025-01-16,2.2,Operational,Clear,True,,2025,Class-I Recon,2019
6470,AC-009,Delta,2025-01-17,0.4,Transit,Clear,False,Technical,2025,Class-I Recon,2019
6471,AC-009,Delta,2025-01-19,0.8,Training,Marginal,False,Technical,2025,Class-I Recon,2019
6472,AC-009,Delta,2025-01-26,2.2,Operational,Marginal,False,Technical,2025,Class-I Recon,2019
6473,AC-009,Delta,2025-01-29,4.5,Reconnaissance,Marginal,True,,2025,Class-I Recon,2019
6474,AC-009,Delta,2025-01-30,3.6,Training,Clear,True,,2025,Class-I Recon,2019
6475,AC-009,Delta,2025-02-06,3.8,Reconnaissance,Clear,True,,2025,Class-I Recon,2019
6476,AC-009,Delta,2025-02-11,4.6,Training,Marginal,True,,2025,Class-I Recon,2019
6477,AC-009,Delta,2025-02-15,3.2,Operational,Clear,True,,2025,Class-I Recon,2019
6478,AC-009,Delta,2025-02-16,2.4,Operational,Clear,True,,2025,Class-I Recon,2019
6479,AC-009,Delta,2025-02-19,0.7,Transit,Marginal,False,Weather,2025,Class-I Recon,2019
6480,AC-009,Delta,2025-02-20,3.8,Transit,Clear,True,,2025,Class-I Recon,2019
6481,AC-009,Delta,2025-02-26,2.5,Operational,Clear,True,,2025,Class-I Recon,2019
6482,AC-009,Delta,2025-03-10,1.1,Training,Clear,False,Technical,2025,Class-I Recon,2019
6483,AC-009,Delta,2025-03-11,3.1,Operational,Clear,True,,2025,Class-I Recon,2019
6484,AC-009,Delta,2025-03-14,2.0,Training,Clear,True,,2025,Class-I Recon,2019
6485,AC-009,Delta,2025-03-16,1.4,Reconnaissance,Poor,True,,2025,Class-I Recon,2019
6486,AC-009,Delta,2025-03-17,4.4,Training,Marginal,True,,2025,Class-I Recon,2019
6487,AC-009,Delta,2025-03-22,5.0,Training,Clear,True,,2025,Class-I Recon,2019
6488,AC-009,Delta,2025-03-24,2.8,Operational,Clear,True,,2025,Class-I Recon,2019
6489,AC-009,Delta,2025-03-25,2.7,Training,Clear,True,,2025,Class-I Recon,2019
6490,AC-009,Delta,2025-03-30,2.0,Transit,Marginal,True,,2025,Class-I Recon,2019
6491,AC-009,Delta,2025-04-01,2.6,Reconnaissance,Clear,True,,2025,Class-I Recon,2019
6492,AC-009,Delta,2025-04-04,4.9,Training,Marginal,True,,2025,Class-I Recon,2019
6493,AC-009,Delta,2025-04-05,3.4,Training,Clear,True,,2025,Class-I Recon,2019
6494,AC-009,Delta,2025-04-06,2.1,Reconnaissance,Marginal,False,Technical,2025,Class-I Recon,2019
6495,AC-009,Delta,2025-04-08,3.2,Operational,Marginal,True,,2025,Class-I Recon,2019
6496,AC-009,Delta,2025-04-09,5.1,Transit,Marginal,True,,2025,Class-I Recon,2019
6497,AC-009,Delta,2025-04-10,2.2,Training,Marginal,True,,2025,Class-I Recon,2019
6498,AC-009,Delta,2025-04-11,2.1,Operational,Clear,True,,2025,Class-I Recon,2019
6499,AC-009,Delta,2025-04-13,3.2,Training,Clear,True,,2025,Class-I Recon,2019
6500,AC-009,Delta,2025-04-15,3.6,Training,Clear,True,,2025,Class-I Recon,2019
6501,AC-009,Delta,2025-04-16,4.0,Reconnaissance,Clear,True,,2025,Class-I Recon,2019
6502,AC-009,Delta,2025-04-18,3.1,Operational,Clear,True,,2025,Class-I Recon,2019
6503,AC-009,Delta,2025-04-20,1.1,Training,Clear,False,Other,2025,Class-I Recon,2019
6504,AC-009,Delta,2025-04-21,0.5,Operational,Poor,False,Technical,2025,Class-I Recon,2019
6505,AC-009,Delta,2025-04-24,2.3,Operational,Clear,True,,2025,Class-I Recon,2019
6506,AC-009,Delta,2025-04-27,2.3,Training,Clear,True,,2025,Class-I Recon,2019
6507,AC-009,Delta,2025-04-29,3.3,Training,Marginal,True,,2025,Class-I Recon,2019
6508,AC-009,Delta,2025-04-30,4.2,Operational,Clear,True,,2025,Class-I Recon,2019
6509,AC-009,Delta,2025-05-01,3.5,Training,Clear,True,,2025,Class-I Recon,2019
6510,AC-009,Delta,2025-05-02,3.8,Operational,Clear,True,,2025,Class-I Recon,2019
6511,AC-009,Delta,2025-05-05,2.4,Operational,Clear,True,,2025,Class-I Recon,2019
6512,AC-009,Delta,2025-05-07,2.9,Reconnaissance,Marginal,True,,2025,Class-I Recon,2019
6513,AC-009,Delta,2025-05-09,2.9,Training,Clear,True,,2025,Class-I Recon,2019
6514,AC-009,Delta,2025-05-10,4.8,Operational,Marginal,True,,2025,Class-I Recon,2019
6515,AC-009,Delta,2025-05-11,0.9,Operational,Clear,False,Technical,2025,Class-I Recon,2019
6516,AC-009,Delta,2025-05-16,4.9,Training,Clear,True,,2025,Class-I Recon,2019
6517,AC-009,Delta,2025-05-17,3.9,Operational,Clear,True,,2025,Class-I Recon,2019
6518,AC-009,Delta,2025-05-18,3.9,Transit,Marginal,True,,2025,Class-I Recon,2019
6519,AC-009,Delta,2025-05-24,0.3,Training,Clear,False,Weather,2025,Class-I Recon,2019
6520,AC-009,Delta,2025-05-26,2.8,Reconnaissance,Clear,True,,2025,Class-I Recon,2019
6521,AC-009,Delta,2025-05-29,4.9,Training,Clear,True,,2025,Class-I Recon,2019
6522,AC-009,Delta,2025-06-03,3.3,Training,Clear,True,,2025,Class-I Recon,2019
6523,AC-009,Delta,2025-06-04,3.8,Training,Marginal,True,,2025,Class-I Recon,2019
6524,AC-009,Delta,2025-06-05,0.8,Operational,Marginal,False,Weather,2025,Class-I Recon,2019
6525,AC-009,Delta,2025-06-07,3.1,Operational,Marginal,True,,2025,Class-I Recon,2019
6526,AC-009,Delta,2025-06-09,0.9,Training,Marginal,False,Weather,2025,Class-I Recon,2019
6527,AC-009,Delta,2025-06-10,2.4,Operational,Clear,True,,2025,Class-I Recon,2019
6528,AC-009,Delta,2025-06-12,1.4,Operational,Marginal,False,Technical,2025,Class-I Recon,2019
6529,AC-009,Delta,2025-06-15,0.3,Operational,Marginal,False,Weather,2025,Class-I Recon,2019
6530,AC-009,Delta,2025-06-16,1.2,Operational,Clear,True,,2025,Class-I Recon,2019
6531,AC-009,Delta,2025-06-17,2.7,Training,Marginal,True,,2025,Class-I Recon,2019
6532,AC-009,Delta,2025-06-18,0.5,Reconnaissance,Marginal,False,Technical,2025,Class-I Recon,2019
6533,AC-009,Delta,2025-06-19,1.2,Training,Clear,False,Technical,2025,Class-I Recon,2019
6534,AC-009,Delta,2025-06-21,4.6,Reconnaissance,Marginal,True,,2025,Class-I Recon,2019
6535,AC-009,Delta,2025-06-22,1.3,Training,Clear,False,Weather,2025,Class-I Recon,2019
6536,AC-009,Delta,2025-06-24,3.4,Operational,Clear,True,,2025,Class-I Recon,2019
6537,AC-009,Delta,2025-06-25,4.2,Operational,Clear,True,,2025,Class-I Recon,2019
6538,AC-009,Delta,2025-06-28,1.3,Training,Clear,True,,2025,Class-I Recon,2019
6539,AC-009,Delta,2025-06-30,1.3,Training,Marginal,False,Technical,2025,Class-I Recon,2019
6540,AC-009,Delta,2025-07-01,3.3,Reconnaissance,Clear,True,,2025,Class-I Recon,2019
6541,AC-009,Delta,2025-07-02,2.3,Operational,Marginal,False,Technical,2025,Class-I Recon,2019
6542,AC-009,Delta,2025-07-03,3.5,Operational,Clear,True,,2025,Class-I Recon,2019
6543,AC-009,Delta,2025-07-04,2.7,Training,Marginal,True,,2025,Class-I Recon,2019
6544,AC-009,Delta,2025-07-06,2.0,Transit,Clear,True,,2025,Class-I Recon,2019
6545,AC-009,Delta,2025-07-08,3.2,Training,Marginal,True,,2025,Class-I Recon,2019
6546,AC-009,Delta,2025-07-10,0.8,Reconnaissance,Poor,False,Weather,2025,Class-I Recon,2019
6547,AC-009,Delta,2025-07-11,1.0,Training,Poor,False,Technical,2025,Class-I Recon,2019
6548,AC-009,Delta,2025-07-12,5.1,Training,Clear,True,,2025,Class-I Recon,2019
6549,AC-009,Delta,2025-07-13,1.2,Reconnaissance,Clear,False,Technical,2025,Class-I Recon,2019
6550,AC-009,Delta,2025-07-14,3.0,Reconnaissance,Marginal,True,,2025,Class-I Recon,2019
6551,AC-009,Delta,2025-07-15,3.9,Training,Clear,True,,2025,Class-I Recon,2019
6552,AC-009,Delta,2025-07-16,1.9,Operational,Clear,True,,2025,Class-I Recon,2019
6553,AC-009,Delta,2025-07-19,2.1,Transit,Marginal,True,,2025,Class-I Recon,2019
6554,AC-009,Delta,2025-07-20,3.7,Operational,Clear,True,,2025,Class-I Recon,2019
6555,AC-009,Delta,2025-07-21,2.9,Operational,Clear,True,,2025,Class-I Recon,2019
6556,AC-009,Delta,2025-07-23,0.5,Training,Marginal,False,Weather,2025,Class-I Recon,2019
6557,AC-009,Delta,2025-07-26,1.6,Operational,Marginal,False,Weather,2025,Class-I Recon,2019
6558,AC-009,Delta,2025-07-27,4.1,Training,Clear,True,,2025,Class-I Recon,2019
6559,AC-009,Delta,2025-07-29,2.1,Reconnaissance,Clear,False,Technical,2025,Class-I Recon,2019
6560,AC-009,Delta,2025-07-30,2.6,Training,Clear,True,,2025,Class-I Recon,2019
6561,AC-009,Delta,2025-08-05,3.4,Operational,Marginal,True,,2025,Class-I Recon,2019
6562,AC-009,Delta,2025-08-07,4.5,Training,Marginal,True,,2025,Class-I Recon,2019
6563,AC-009,Delta,2025-08-08,0.9,Operational,Poor,False,Technical,2025,Class-I Recon,2019
6564,AC-009,Delta,2025-08-09,2.9,Training,Marginal,True,,2025,Class-I Recon,2019
6565,AC-009,Delta,2025-08-11,0.3,Transit,Clear,False,Technical,2025,Class-I Recon,2019
6566,AC-009,Delta,2025-08-13,3.8,Training,Clear,True,,2025,Class-I Recon,2019
6567,AC-009,Delta,2025-08-14,3.1,Transit,Marginal,True,,2025,Class-I Recon,2019
6568,AC-009,Delta,2025-08-15,4.1,Training,Marginal,True,,2025,Class-I Recon,2019
6569,AC-009,Delta,2025-08-18,2.4,Operational,Poor,False,Weather,2025,Class-I Recon,2019
6570,AC-009,Delta,2025-08-19,2.5,Operational,Marginal,True,,2025,Class-I Recon,2019
6571,AC-009,Delta,2025-08-20,3.8,Operational,Marginal,True,,2025,Class-I Recon,2019
6572,AC-009,Delta,2025-08-24,3.5,Training,Marginal,True,,2025,Class-I Recon,2019
6573,AC-009,Delta,2025-08-28,0.4,Training,Marginal,False,Weather,2025,Class-I Recon,2019
6574,AC-009,Delta,2025-08-31,1.2,Transit,Marginal,False,Technical,2025,Class-I Recon,2019
6575,AC-009,Delta,2025-09-01,3.8,Reconnaissance,Clear,True,,2025,Class-I Recon,2019
6576,AC-009,Delta,2025-09-02,1.5,Training,Marginal,False,Weather,2025,Class-I Recon,2019
6577,AC-009,Delta,2025-09-03,1.6,Training,Clear,False,Technical,2025,Class-I Recon,2019
6578,AC-009,Delta,2025-09-05,1.9,Operational,Clear,False,Technical,2025,Class-I Recon,2019
6579,AC-009,Delta,2025-09-13,4.9,Operational,Clear,True,,2025,Class-I Recon,2019
6580,AC-009,Delta,2025-09-14,0.5,Operational,Clear,False,Technical,2025,Class-I Recon,2019
6581,AC-009,Delta,2025-09-15,3.4,Operational,Clear,True,,2025,Class-I Recon,2019
6582,AC-009,Delta,2025-09-16,0.4,Transit,Clear,False,Technical,2025,Class-I Recon,2019
6583,AC-009,Delta,2025-09-17,1.9,Operational,Clear,False,Technical,2025,Class-I Recon,2019
6584,AC-009,Delta,2025-09-19,1.7,Reconnaissance,Marginal,True,,2025,Class-I Recon,2019
6585,AC-009,Delta,2025-09-20,3.0,Operational,Clear,True,,2025,Class-I Recon,2019
6586,AC-009,Delta,2025-09-23,3.7,Transit,Marginal,True,,2025,Class-I Recon,2019
6587,AC-009,Delta,2025-09-24,1.3,Reconnaissance,Marginal,False,Weather,2025,Class-I Recon,2019
6588,AC-009,Delta,2025-09-26,1.9,Operational,Poor,False,Weather,2025,Class-I Recon,2019
6589,AC-009,Delta,2025-09-27,2.4,Operational,Clear,True,,2025,Class-I Recon,2019
6590,AC-009,Delta,2025-09-28,3.9,Training,Marginal,True,,2025,Class-I Recon,2019
6591,AC-009,Delta,2025-10-06,1.8,Operational,Marginal,True,,2025,Class-I Recon,2019
6592,AC-009,Delta,2025-10-07,4.4,Training,Marginal,True,,2025,Class-I Recon,2019
6593,AC-009,Delta,2025-10-12,3.9,Reconnaissance,Clear,True,,2025,Class-I Recon,2019
6594,AC-009,Delta,2025-10-14,0.8,Reconnaissance,Poor,False,Technical,2025,Class-I Recon,2019
6595,AC-009,Delta,2025-10-20,0.4,Training,Clear,False,Technical,2025,Class-I Recon,2019
6596,AC-009,Delta,2025-10-22,0.6,Transit,Clear,False,Technical,2025,Class-I Recon,2019
6597,AC-009,Delta,2025-10-23,4.5,Training,Clear,True,,2025,Class-I Recon,2019
6598,AC-009,Delta,2025-10-26,1.5,Operational,Clear,True,,2025,Class-I Recon,2019
6599,AC-009,Delta,2025-10-27,3.7,Operational,Clear,True,,2025,Class-I Recon,2019
6600,AC-009,Delta,2025-10-28,2.4,Operational,Clear,True,,2025,Class-I Recon,2019
6601,AC-009,Delta,2025-10-31,1.8,Operational,Clear,False,Technical,2025,Class-I Recon,2019
6602,AC-009,Delta,2025-11-03,2.8,Operational,Clear,True,,2025,Class-I Recon,2019
6603,AC-009,Delta,2025-11-07,3.5,Operational,Clear,True,,2025,Class-I Recon,2019
6604,AC-009,Delta,2025-11-10,4.6,Training,Clear,True,,2025,Class-I Recon,2019
6605,AC-009,Delta,2025-11-18,3.0,Reconnaissance,Clear,True,,2025,Class-I Recon,2019
6606,AC-009,Delta,2025-11-20,3.9,Transit,Clear,True,,2025,Class-I Recon,2019
6607,AC-009,Delta,2025-12-10,0.5,Training,Clear,False,Technical,2025,Class-I Recon,2019
6608,AC-009,Delta,2025-12-12,2.2,Training,Poor,True,,2025,Class-I Recon,2019
6609,AC-009,Delta,2025-12-18,2.7,Training,Clear,True,,2025,Class-I Recon,2019
6610,AC-009,Delta,2025-12-20,4.6,Operational,Clear,True,,2025,Class-I Recon,2019
6611,AC-009,Delta,2025-12-22,4.3,Training,Clear,True,,2025,Class-I Recon,2019
6612,AC-009,Delta,2025-12-25,2.4,Training,Clear,True,,2025,Class-I Recon,2019
6613,AC-010,Echo,2021-01-04,0.8,Training,Clear,False,Technical,2021,Class-II Multirole,2020
6614,AC-010,Echo,2021-01-11,3.4,Training,Clear,True,,2021,Class-II Multirole,2020
6615,AC-010,Echo,2021-01-19,0.5,Operational,Clear,False,Technical,2021,Class-II Multirole,2020
6616,AC-010,Echo,2021-01-22,6.4,Training,Clear,True,,2021,Class-II Multirole,2020
6617,AC-010,Echo,2021-01-24,3.2,Operational,Clear,True,,2021,Class-II Multirole,2020
6618,AC-010,Echo,2021-01-25,5.9,Reconnaissance,Clear,True,,2021,Class-II Multirole,2020
6619,AC-010,Echo,2021-01-28,4.0,Transit,Clear,True,,2021,Class-II Multirole,2020
6620,AC-010,Echo,2021-02-07,4.8,Transit,Clear,True,,2021,Class-II Multirole,2020
6621,AC-010,Echo,2021-02-10,3.4,Transit,Clear,True,,2021,Class-II Multirole,2020
6622,AC-010,Echo,2021-02-17,1.0,Operational,Clear,False,Technical,2021,Class-II Multirole,2020
6623,AC-010,Echo,2021-02-20,0.6,Operational,Clear,False,Technical,2021,Class-II Multirole,2020
6624,AC-010,Echo,2021-02-22,0.3,Operational,Marginal,False,Other,2021,Class-II Multirole,2020
6625,AC-010,Echo,2021-02-27,4.1,Reconnaissance,Clear,True,,2021,Class-II Multirole,2020
6626,AC-010,Echo,2021-02-28,4.5,Operational,Clear,True,,2021,Class-II Multirole,2020
6627,AC-010,Echo,2021-03-03,3.4,Training,Clear,True,,2021,Class-II Multirole,2020
6628,AC-010,Echo,2021-03-05,0.7,Training,Clear,False,Other,2021,Class-II Multirole,2020
6629,AC-010,Echo,2021-03-07,4.8,Operational,Clear,True,,2021,Class-II Multirole,2020
6630,AC-010,Echo,2021-03-11,3.0,Training,Clear,True,,2021,Class-II Multirole,2020
6631,AC-010,Echo,2021-03-12,2.0,Training,Marginal,False,Technical,2021,Class-II Multirole,2020
6632,AC-010,Echo,2021-03-14,2.8,Transit,Clear,True,,2021,Class-II Multirole,2020
6633,AC-010,Echo,2021-03-18,0.7,Reconnaissance,Marginal,False,Weather,2021,Class-II Multirole,2020
6634,AC-010,Echo,2021-03-20,0.4,Training,Marginal,False,Technical,2021,Class-II Multirole,2020
6635,AC-010,Echo,2021-03-21,5.0,Operational,Clear,True,,2021,Class-II Multirole,2020
6636,AC-010,Echo,2021-03-22,4.0,Training,Marginal,True,,2021,Class-II Multirole,2020
6637,AC-010,Echo,2021-03-29,3.4,Training,Clear,True,,2021,Class-II Multirole,2020
6638,AC-010,Echo,2021-03-30,0.7,Transit,Clear,False,Technical,2021,Class-II Multirole,2020
6639,AC-010,Echo,2021-04-02,3.0,Training,Clear,True,,2021,Class-II Multirole,2020
6640,AC-010,Echo,2021-04-03,3.0,Training,Clear,True,,2021,Class-II Multirole,2020
6641,AC-010,Echo,2021-04-06,2.5,Training,Clear,True,,2021,Class-II Multirole,2020
6642,AC-010,Echo,2021-04-09,1.1,Transit,Poor,False,Weather,2021,Class-II Multirole,2020
6643,AC-010,Echo,2021-04-11,3.6,Operational,Clear,True,,2021,Class-II Multirole,2020
6644,AC-010,Echo,2021-04-13,3.6,Operational,Clear,True,,2021,Class-II Multirole,2020
6645,AC-010,Echo,2021-04-14,3.9,Training,Marginal,True,,2021,Class-II Multirole,2020
6646,AC-010,Echo,2021-04-19,0.8,Operational,Marginal,False,Weather,2021,Class-II Multirole,2020
6647,AC-010,Echo,2021-04-21,0.7,Transit,Clear,True,,2021,Class-II Multirole,2020
6648,AC-010,Echo,2021-04-22,3.1,Training,Clear,True,,2021,Class-II Multirole,2020
6649,AC-010,Echo,2021-04-24,0.5,Operational,Clear,False,Technical,2021,Class-II Multirole,2020
6650,AC-010,Echo,2021-04-25,1.4,Training,Clear,False,Other,2021,Class-II Multirole,2020
6651,AC-010,Echo,2021-04-26,0.8,Operational,Poor,False,Technical,2021,Class-II Multirole,2020
6652,AC-010,Echo,2021-05-02,0.6,Operational,Marginal,False,Weather,2021,Class-II Multirole,2020
6653,AC-010,Echo,2021-05-05,0.9,Training,Marginal,False,Other,2021,Class-II Multirole,2020
6654,AC-010,Echo,2021-05-08,3.3,Reconnaissance,Clear,True,,2021,Class-II Multirole,2020
6655,AC-010,Echo,2021-05-09,1.8,Training,Clear,True,,2021,Class-II Multirole,2020
6656,AC-010,Echo,2021-05-12,1.1,Training,Marginal,True,,2021,Class-II Multirole,2020
6657,AC-010,Echo,2021-05-13,2.7,Operational,Clear,True,,2021,Class-II Multirole,2020
6658,AC-010,Echo,2021-05-14,0.4,Reconnaissance,Marginal,False,Other,2021,Class-II Multirole,2020
6659,AC-010,Echo,2021-05-15,0.9,Training,Marginal,False,Technical,2021,Class-II Multirole,2020
6660,AC-010,Echo,2021-05-17,2.5,Reconnaissance,Marginal,True,,2021,Class-II Multirole,2020
6661,AC-010,Echo,2021-05-20,2.4,Training,Clear,True,,2021,Class-II Multirole,2020
6662,AC-010,Echo,2021-05-21,1.5,Training,Clear,False,Technical,2021,Class-II Multirole,2020
6663,AC-010,Echo,2021-05-22,0.9,Operational,Marginal,False,Weather,2021,Class-II Multirole,2020
6664,AC-010,Echo,2021-05-24,0.3,Operational,Clear,False,Technical,2021,Class-II Multirole,2020
6665,AC-010,Echo,2021-05-25,3.6,Operational,Marginal,True,,2021,Class-II Multirole,2020
6666,AC-010,Echo,2021-05-27,2.9,Training,Clear,True,,2021,Class-II Multirole,2020
6667,AC-010,Echo,2021-05-28,4.6,Transit,Clear,True,,2021,Class-II Multirole,2020
6668,AC-010,Echo,2021-05-29,2.3,Transit,Clear,True,,2021,Class-II Multirole,2020
6669,AC-010,Echo,2021-05-30,2.8,Training,Clear,True,,2021,Class-II Multirole,2020
6670,AC-010,Echo,2021-05-31,1.6,Transit,Clear,False,Technical,2021,Class-II Multirole,2020
6671,AC-010,Echo,2021-06-02,2.9,Operational,Marginal,True,,2021,Class-II Multirole,2020
6672,AC-010,Echo,2021-06-03,0.4,Training,Clear,False,Technical,2021,Class-II Multirole,2020
6673,AC-010,Echo,2021-06-04,1.0,Training,Clear,False,Weather,2021,Class-II Multirole,2020
6674,AC-010,Echo,2021-06-05,1.0,Reconnaissance,Clear,True,,2021,Class-II Multirole,2020
6675,AC-010,Echo,2021-06-07,1.3,Operational,Marginal,False,Technical,2021,Class-II Multirole,2020
6676,AC-010,Echo,2021-06-08,0.2,Reconnaissance,Poor,False,Other,2021,Class-II Multirole,2020
6677,AC-010,Echo,2021-06-09,4.7,Training,Clear,True,,2021,Class-II Multirole,2020
6678,AC-010,Echo,2021-06-11,3.1,Training,Clear,True,,2021,Class-II Multirole,2020
6679,AC-010,Echo,2021-06-12,3.1,Operational,Poor,True,,2021,Class-II Multirole,2020
6680,AC-010,Echo,2021-06-21,2.0,Transit,Clear,False,Technical,2021,Class-II Multirole,2020
6681,AC-010,Echo,2021-06-22,2.8,Training,Marginal,True,,2021,Class-II Multirole,2020
6682,AC-010,Echo,2021-06-23,0.4,Operational,Clear,False,Weather,2021,Class-II Multirole,2020
6683,AC-010,Echo,2021-06-24,1.1,Reconnaissance,Clear,False,Technical,2021,Class-II Multirole,2020
6684,AC-010,Echo,2021-06-27,1.9,Operational,Marginal,False,Weather,2021,Class-II Multirole,2020
6685,AC-010,Echo,2021-06-28,2.3,Operational,Marginal,True,,2021,Class-II Multirole,2020
6686,AC-010,Echo,2021-06-29,4.2,Operational,Clear,True,,2021,Class-II Multirole,2020
6687,AC-010,Echo,2021-07-02,1.8,Reconnaissance,Clear,True,,2021,Class-II Multirole,2020
6688,AC-010,Echo,2021-07-03,4.5,Training,Clear,True,,2021,Class-II Multirole,2020
6689,AC-010,Echo,2021-07-04,3.2,Reconnaissance,Clear,True,,2021,Class-II Multirole,2020
6690,AC-010,Echo,2021-07-07,1.2,Operational,Clear,False,Other,2021,Class-II Multirole,2020
6691,AC-010,Echo,2021-07-08,3.4,Transit,Clear,True,,2021,Class-II Multirole,2020
6692,AC-010,Echo,2021-07-09,1.0,Operational,Clear,False,Technical,2021,Class-II Multirole,2020
6693,AC-010,Echo,2021-07-10,1.7,Training,Clear,True,,2021,Class-II Multirole,2020
6694,AC-010,Echo,2021-07-11,1.3,Reconnaissance,Clear,False,Technical,2021,Class-II Multirole,2020
6695,AC-010,Echo,2021-07-12,2.3,Training,Poor,True,,2021,Class-II Multirole,2020
6696,AC-010,Echo,2021-07-13,1.6,Training,Marginal,False,Technical,2021,Class-II Multirole,2020
6697,AC-010,Echo,2021-07-15,0.9,Training,Clear,False,Technical,2021,Class-II Multirole,2020
6698,AC-010,Echo,2021-07-16,3.7,Training,Poor,True,,2021,Class-II Multirole,2020
6699,AC-010,Echo,2021-07-17,3.9,Operational,Clear,True,,2021,Class-II Multirole,2020
6700,AC-010,Echo,2021-07-18,0.8,Training,Clear,True,,2021,Class-II Multirole,2020
6701,AC-010,Echo,2021-07-19,0.5,Training,Poor,False,Weather,2021,Class-II Multirole,2020
6702,AC-010,Echo,2021-07-20,4.0,Operational,Marginal,True,,2021,Class-II Multirole,2020
6703,AC-010,Echo,2021-07-21,3.1,Operational,Clear,True,,2021,Class-II Multirole,2020
6704,AC-010,Echo,2021-07-24,3.1,Reconnaissance,Marginal,True,,2021,Class-II Multirole,2020
6705,AC-010,Echo,2021-07-25,0.7,Training,Clear,False,Technical,2021,Class-II Multirole,2020
6706,AC-010,Echo,2021-07-30,1.0,Transit,Poor,False,Weather,2021,Class-II Multirole,2020
6707,AC-010,Echo,2021-08-01,0.1,Operational,Clear,False,Other,2021,Class-II Multirole,2020
6708,AC-010,Echo,2021-08-02,5.6,Training,Clear,True,,2021,Class-II Multirole,2020
6709,AC-010,Echo,2021-08-04,3.0,Training,Marginal,True,,2021,Class-II Multirole,2020
6710,AC-010,Echo,2021-08-05,2.5,Operational,Clear,True,,2021,Class-II Multirole,2020
6711,AC-010,Echo,2021-08-06,3.7,Training,Marginal,True,,2021,Class-II Multirole,2020
6712,AC-010,Echo,2021-08-09,3.5,Operational,Clear,True,,2021,Class-II Multirole,2020
